algorithm,count,Nodes Visited_mean,Nodes Visited_median,Nodes Visited_std,Time (ms)_mean,Time (ms)_median,Time (ms)_std,Path Length_mean,Path Length_median,Path Length_std
A*,237,39.29535864978903,28.0,33.09253365113245,0.34177215189873417,0.3,0.2100893241848605,17.3226582278481,16.24,6.49596263965147
ML,225,34.56444444444445,25.0,27.84966942894632,0.2808888888888889,0.3,0.18883834524513457,16.32888888888889,15.49,5.695298900276619
