algorithm,count,Nodes Visited_mean,Nodes Visited_median,Nodes Visited_std,Time (ms)_mean,Time (ms)_median,Time (ms)_std,Path Length_mean,Path Length_median,Path Length_std
A* (Variable Cost),260,27.665384615384614,17.0,26.67029412388601,0.24730769230769234,0.2,0.39878248773920916,15.348076923076924,13.985,5.987624766261688
ML (Variable Cost),259,27.996138996138995,17.0,31.47750495779807,0.20115830115830113,0.2,0.2538818967143449,15.503938223938222,14.41,5.858929044335365
