Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
473,Clustered,15.8%,astar,0.10,11,10.41,Yes
473,Clustered,15.8%,astar_dynamic,0.70,317,0,No
474,Clustered,12.5%,astar,0.10,14,13.00,Yes
474,Clustered,12.5%,astar_dynamic,0.10,15,16.73,Yes
475,Clustered,24.3%,astar,0.10,17,17.90,Yes
475,Clustered,24.3%,astar_dynamic,0.20,22,11.41,Yes
476,Clustered,18.5%,astar,0.10,52,26.24,Yes
476,Clustered,18.5%,astar_dynamic,0.10,21,20.90,Yes
477,Clustered,29.8%,astar,0.10,11,11.66,Yes
477,Clustered,29.8%,astar_dynamic,0.30,222,0,No
478,Clustered,22.5%,astar,0.20,29,12.24,Yes
478,Clustered,22.5%,astar_dynamic,0.10,24,15.07,Yes
479,Clustered,25.3%,astar,0.20,20,18.31,Yes
479,Clustered,25.3%,astar_dynamic,0.10,19,12.41,Yes
480,Clustered,19.5%,astar,0.20,8,8.66,Yes
480,Clustered,19.5%,astar_dynamic,0.20,13,12.83,Yes
481,Clustered,44.8%,astar,0.20,34,12.24,Yes
481,Clustered,44.8%,astar_dynamic,0.10,39,18.49,Yes
482,Clustered,38.0%,astar,0.10,7,0,No
482,Clustered,38.0%,astar_dynamic,0.10,15,8.83,Yes
483,Clustered,31.3%,astar,0.10,24,14.24,Yes
483,Clustered,31.3%,astar_dynamic,0.10,53,16.83,Yes
484,Clustered,45.3%,astar,0.30,161,0,No
484,Clustered,45.3%,astar_dynamic,0.10,22,15.24,Yes
485,Clustered,36.5%,astar,0.30,66,24.49,Yes
485,Clustered,36.5%,astar_dynamic,0.20,128,30.07,Yes
486,Clustered,31.3%,astar,0.20,27,18.66,Yes
486,Clustered,31.3%,astar_dynamic,0.10,30,21.49,Yes
487,Clustered,33.0%,astar,0.30,32,15.66,Yes
487,Clustered,33.0%,astar_dynamic,0.10,46,19.83,Yes
488,Clustered,37.3%,astar,0.20,16,11.83,Yes
488,Clustered,37.3%,astar_dynamic,0.20,12,9.41,Yes
489,Clustered,32.3%,astar,0.20,15,11.24,Yes
489,Clustered,32.3%,astar_dynamic,0.10,24,15.41,Yes
490,Clustered,30.8%,astar,0.80,255,0,No
490,Clustered,30.8%,astar_dynamic,0.20,27,22.90,Yes
491,Clustered,32.5%,astar,0.20,20,18.49,Yes
491,Clustered,32.5%,astar_dynamic,0.10,26,23.49,Yes
492,Clustered,49.8%,astar,0.30,49,0,No
492,Clustered,49.8%,astar_dynamic,0.10,7,0,No
493,Clustered,26.5%,astar,0.30,80,25.31,Yes
493,Clustered,26.5%,astar_dynamic,0.10,19,20.73,Yes
494,Clustered,45.5%,astar,0.30,17,13.41,Yes
494,Clustered,45.5%,astar_dynamic,0.10,20,0,No
495,Clustered,24.8%,astar,0.40,72,17.24,Yes
495,Clustered,24.8%,astar_dynamic,0.20,28,13.66,Yes
496,Clustered,40.8%,astar,0.20,12,8.41,Yes
496,Clustered,40.8%,astar_dynamic,0.10,1,0,No
497,Clustered,40.0%,astar,0.20,15,12.83,Yes
497,Clustered,40.0%,astar_dynamic,0.50,146,0,No
498,Clustered,28.2%,astar,0.60,273,0,No
498,Clustered,28.2%,astar_dynamic,0.10,10,10.24,Yes
499,Clustered,30.3%,astar,0.10,23,13.24,Yes
499,Clustered,30.3%,astar_dynamic,0.20,49,21.24,Yes
500,Clustered,36.8%,astar,0.10,15,12.24,Yes
500,Clustered,36.8%,astar_dynamic,0.10,45,24.24,Yes
501,Clustered,35.8%,astar,0.20,17,8.41,Yes
501,Clustered,35.8%,astar_dynamic,0.10,23,12.24,Yes
502,Clustered,38.0%,astar,0.20,13,12.24,Yes
502,Clustered,38.0%,astar_dynamic,0.10,24,14.66,Yes
503,Clustered,48.3%,astar,0.20,46,0,No
503,Clustered,48.3%,astar_dynamic,0.10,53,0,No
504,Clustered,46.3%,astar,0.20,9,10.07,Yes
504,Clustered,46.3%,astar_dynamic,0.00,5,0,No
505,Clustered,46.0%,astar,0.30,108,0,No
505,Clustered,46.0%,astar_dynamic,0.00,2,0,No
506,Clustered,40.0%,astar,0.20,68,28.07,Yes
506,Clustered,40.0%,astar_dynamic,0.10,18,10.41,Yes
507,Clustered,33.3%,astar,1.00,74,23.24,Yes
507,Clustered,33.3%,astar_dynamic,0.20,93,35.49,Yes
508,Clustered,38.8%,astar,0.40,138,0,No
508,Clustered,38.8%,astar_dynamic,0.10,8,7.41,Yes
509,Clustered,42.5%,astar,0.10,1,0,No
509,Clustered,42.5%,astar_dynamic,0.20,36,19.66,Yes
510,Clustered,36.8%,astar,0.30,95,34.31,Yes
510,Clustered,36.8%,astar_dynamic,0.30,94,37.56,Yes
511,Clustered,40.5%,astar,0.20,23,18.24,Yes
511,Clustered,40.5%,astar_dynamic,0.00,1,0,No
512,Clustered,29.3%,astar,0.20,13,8.83,Yes
512,Clustered,29.3%,astar_dynamic,0.20,33,21.66,Yes
513,Clustered,27.0%,astar,0.20,25,14.07,Yes
513,Clustered,27.0%,astar_dynamic,0.20,23,15.41,Yes
514,Clustered,47.3%,astar,0.30,16,10.83,Yes
514,Clustered,47.3%,astar_dynamic,0.10,32,0,No
515,Clustered,33.8%,astar,0.20,27,18.07,Yes
515,Clustered,33.8%,astar_dynamic,0.60,224,0,No
516,Clustered,36.8%,astar,0.20,8,8.24,Yes
516,Clustered,36.8%,astar_dynamic,0.60,220,0,No
517,Clustered,35.5%,astar,0.30,37,17.90,Yes
517,Clustered,35.5%,astar_dynamic,0.10,1,0,No
518,Clustered,37.3%,astar,0.30,39,18.66,Yes
518,Clustered,37.3%,astar_dynamic,0.10,8,0,No
519,Clustered,37.3%,astar,0.30,42,22.24,Yes
519,Clustered,37.3%,astar_dynamic,0.40,114,24.66,Yes
520,Clustered,37.5%,astar,0.20,55,0,No
520,Clustered,37.5%,astar_dynamic,0.20,9,8.66,Yes
521,Clustered,35.5%,astar,0.20,21,15.24,Yes
521,Clustered,35.5%,astar_dynamic,0.20,50,22.07,Yes
522,Clustered,43.5%,astar,0.40,104,0,No
522,Clustered,43.5%,astar_dynamic,0.20,1,0,No
523,Clustered,36.3%,astar,0.30,71,17.83,Yes
523,Clustered,36.3%,astar_dynamic,0.20,20,19.07,Yes
524,Clustered,50.0%,astar,0.30,90,0,No
524,Clustered,50.0%,astar_dynamic,0.10,38,15.24,Yes
525,Clustered,37.3%,astar,0.20,13,10.66,Yes
525,Clustered,37.3%,astar_dynamic,0.20,21,11.83,Yes
526,Clustered,28.2%,astar,0.20,28,13.83,Yes
526,Clustered,28.2%,astar_dynamic,0.00,19,9.41,Yes
527,Clustered,45.5%,astar,0.30,19,18.24,Yes
527,Clustered,45.5%,astar_dynamic,0.10,1,0,No
528,Clustered,39.8%,astar,0.70,223,0,No
528,Clustered,39.8%,astar_dynamic,0.20,29,20.83,Yes
529,Clustered,34.3%,astar,0.20,22,12.00,Yes
529,Clustered,34.3%,astar_dynamic,0.10,8,7.83,Yes
530,Clustered,42.0%,astar,0.20,40,19.66,Yes
530,Clustered,42.0%,astar_dynamic,0.40,181,0,No
531,Clustered,36.0%,astar,0.10,12,11.41,Yes
531,Clustered,36.0%,astar_dynamic,0.20,15,7.83,Yes
532,Clustered,38.5%,astar,0.20,19,13.83,Yes
532,Clustered,38.5%,astar_dynamic,0.20,47,19.83,Yes
533,Clustered,35.5%,astar,0.20,33,18.83,Yes
533,Clustered,35.5%,astar_dynamic,0.00,1,0,No
534,Clustered,35.8%,astar,0.10,3,0,No
534,Clustered,35.8%,astar_dynamic,0.00,21,9.41,Yes
535,Clustered,40.8%,astar,0.40,87,34.24,Yes
535,Clustered,40.8%,astar_dynamic,0.50,150,34.83,Yes
536,Clustered,38.3%,astar,0.40,103,0,No
536,Clustered,38.3%,astar_dynamic,0.40,103,0,No
537,Clustered,54.3%,astar,0.10,1,0,No
537,Clustered,54.3%,astar_dynamic,0.10,1,0,No
538,Clustered,38.3%,astar,0.40,196,0,No
538,Clustered,38.3%,astar_dynamic,0.10,31,18.24,Yes
539,Clustered,34.3%,astar,0.10,10,10.66,Yes
539,Clustered,34.3%,astar_dynamic,0.00,27,18.49,Yes
540,Clustered,32.5%,astar,0.30,88,19.83,Yes
540,Clustered,32.5%,astar_dynamic,0.10,28,18.83,Yes
541,Mixed,23.5%,astar,0.20,26,25.66,Yes
541,Mixed,23.5%,astar_dynamic,0.10,25,13.66,Yes
542,Mixed,19.3%,astar,0.20,17,14.41,Yes
542,Mixed,19.3%,astar_dynamic,0.10,24,19.66,Yes
543,Mixed,21.5%,astar,0.30,20,14.41,Yes
543,Mixed,21.5%,astar_dynamic,0.10,25,14.83,Yes
544,Mixed,23.0%,astar,0.10,25,13.24,Yes
544,Mixed,23.0%,astar_dynamic,0.20,31,18.24,Yes
545,Mixed,21.0%,astar,0.20,21,21.14,Yes
545,Mixed,21.0%,astar_dynamic,0.10,7,7.66,Yes
546,Mixed,19.0%,astar,1.10,13,14.07,Yes
546,Mixed,19.0%,astar_dynamic,0.20,12,9.24,Yes
547,Mixed,19.5%,astar,0.10,18,17.00,Yes
547,Mixed,19.5%,astar_dynamic,0.40,12,11.00,Yes
548,Mixed,19.0%,astar,0.30,60,21.66,Yes
548,Mixed,19.0%,astar_dynamic,0.20,32,19.90,Yes
549,Mixed,16.5%,astar,0.50,90,18.49,Yes
549,Mixed,16.5%,astar_dynamic,0.20,12,10.83,Yes
550,Mixed,15.8%,astar,0.20,9,8.41,Yes
550,Mixed,15.8%,astar_dynamic,0.10,15,9.24,Yes
551,Mixed,17.0%,astar,0.30,52,23.07,Yes
551,Mixed,17.0%,astar_dynamic,0.20,38,13.66,Yes
552,Mixed,21.0%,astar,0.10,11,10.00,Yes
552,Mixed,21.0%,astar_dynamic,0.30,28,13.66,Yes
553,Mixed,23.8%,astar,0.20,21,19.66,Yes
553,Mixed,23.8%,astar_dynamic,0.20,77,18.66,Yes
554,Mixed,20.0%,astar,0.20,26,20.73,Yes
554,Mixed,20.0%,astar_dynamic,0.00,15,15.24,Yes
555,Mixed,16.3%,astar,0.30,14,13.49,Yes
555,Mixed,16.3%,astar_dynamic,0.10,16,12.66,Yes
556,Mixed,12.5%,astar,0.10,13,12.41,Yes
556,Mixed,12.5%,astar_dynamic,0.10,12,11.83,Yes
557,Mixed,19.5%,astar,0.30,19,13.07,Yes
557,Mixed,19.5%,astar_dynamic,0.20,28,12.24,Yes
558,Mixed,23.8%,astar,0.30,95,23.07,Yes
558,Mixed,23.8%,astar_dynamic,1.00,295,0,No
559,Mixed,23.0%,astar,0.20,39,20.07,Yes
559,Mixed,23.0%,astar_dynamic,0.10,18,12.83,Yes
560,Mixed,19.3%,astar,0.20,16,9.41,Yes
560,Mixed,19.3%,astar_dynamic,0.00,18,15.83,Yes
561,Mixed,17.0%,astar,0.20,24,15.83,Yes
561,Mixed,17.0%,astar_dynamic,0.10,21,12.49,Yes
562,Mixed,16.5%,astar,0.20,8,8.66,Yes
562,Mixed,16.5%,astar_dynamic,0.10,13,12.07,Yes
563,Mixed,20.3%,astar,0.10,12,9.41,Yes
563,Mixed,20.3%,astar_dynamic,0.10,13,8.00,Yes
564,Mixed,11.8%,astar,0.10,32,16.24,Yes
564,Mixed,11.8%,astar_dynamic,0.20,20,21.14,Yes
565,Mixed,15.0%,astar,0.20,24,13.24,Yes
565,Mixed,15.0%,astar_dynamic,0.10,15,9.83,Yes
566,Mixed,20.8%,astar,0.20,22,14.41,Yes
566,Mixed,20.8%,astar_dynamic,0.10,11,10.24,Yes
567,Mixed,17.0%,astar,0.50,16,13.41,Yes
567,Mixed,17.0%,astar_dynamic,0.60,19,13.66,Yes
568,Mixed,19.5%,astar,0.20,9,8.24,Yes
568,Mixed,19.5%,astar_dynamic,0.10,19,15.66,Yes
569,Mixed,17.3%,astar,0.10,8,8.24,Yes
569,Mixed,17.3%,astar_dynamic,0.10,16,14.83,Yes
570,Mixed,20.5%,astar,0.20,51,17.66,Yes
570,Mixed,20.5%,astar_dynamic,0.10,17,17.24,Yes
571,Mixed,14.0%,astar,0.30,44,16.66,Yes
571,Mixed,14.0%,astar_dynamic,0.20,13,10.41,Yes
572,Mixed,21.3%,astar,0.30,31,19.49,Yes
572,Mixed,21.3%,astar_dynamic,0.10,13,12.41,Yes
573,Mixed,19.0%,astar,0.30,16,15.49,Yes
573,Mixed,19.0%,astar_dynamic,0.40,57,19.41,Yes
574,Mixed,22.3%,astar,0.20,32,26.31,Yes
574,Mixed,22.3%,astar_dynamic,0.20,25,12.66,Yes
575,Mixed,17.0%,astar,0.20,8,7.00,Yes
575,Mixed,17.0%,astar_dynamic,0.10,10,8.66,Yes
576,Mixed,18.3%,astar,0.30,47,18.24,Yes
576,Mixed,18.3%,astar_dynamic,0.20,14,11.66,Yes
577,Mixed,24.5%,astar,0.20,4,0,No
577,Mixed,24.5%,astar_dynamic,0.00,13,11.83,Yes
578,Mixed,24.0%,astar,0.20,10,8.66,Yes
578,Mixed,24.0%,astar_dynamic,0.20,23,0,No
579,Mixed,21.8%,astar,0.20,11,10.83,Yes
579,Mixed,21.8%,astar_dynamic,0.20,13,10.24,Yes
580,Mixed,14.0%,astar,0.10,12,11.41,Yes
580,Mixed,14.0%,astar_dynamic,0.10,16,17.49,Yes
581,Mixed,16.5%,astar,0.20,13,8.41,Yes
581,Mixed,16.5%,astar_dynamic,0.30,69,15.49,Yes
582,Mixed,17.8%,astar,0.20,13,8.83,Yes
582,Mixed,17.8%,astar_dynamic,0.10,9,8.24,Yes
583,Mixed,16.3%,astar,0.10,11,10.41,Yes
583,Mixed,16.3%,astar_dynamic,0.20,26,22.31,Yes
584,Mixed,16.3%,astar,0.10,21,20.14,Yes
584,Mixed,16.3%,astar_dynamic,0.20,59,15.66,Yes
585,Mixed,24.3%,astar,0.20,12,11.41,Yes
585,Mixed,24.3%,astar_dynamic,0.20,19,18.24,Yes
586,Mixed,16.0%,astar,0.20,21,18.90,Yes
586,Mixed,16.0%,astar_dynamic,0.20,26,15.90,Yes
587,Mixed,15.5%,astar,0.10,13,14.49,Yes
587,Mixed,15.5%,astar_dynamic,0.10,9,9.24,Yes
588,Mixed,20.0%,astar,0.30,38,22.83,Yes
588,Mixed,20.0%,astar_dynamic,0.30,21,22.31,Yes
589,Mixed,14.8%,astar,0.20,25,23.97,Yes
589,Mixed,14.8%,astar_dynamic,0.20,12,12.07,Yes
590,Mixed,17.0%,astar,0.20,17,10.00,Yes
590,Mixed,17.0%,astar_dynamic,0.00,14,11.66,Yes
591,Mixed,19.0%,astar,0.20,30,12.41,Yes
591,Mixed,19.0%,astar_dynamic,0.10,13,12.49,Yes
592,Mixed,19.5%,astar,0.20,25,16.24,Yes
592,Mixed,19.5%,astar_dynamic,0.10,19,17.31,Yes
593,Mixed,25.8%,astar,0.30,23,9.83,Yes
593,Mixed,25.8%,astar_dynamic,0.20,15,16.90,Yes
594,Mixed,19.0%,astar,0.20,9,10.49,Yes
594,Mixed,19.0%,astar_dynamic,0.10,8,7.00,Yes
595,Mixed,16.8%,astar,0.30,32,17.83,Yes
595,Mixed,16.8%,astar_dynamic,0.30,17,18.31,Yes
596,Mixed,17.3%,astar,0.20,11,8.83,Yes
596,Mixed,17.3%,astar_dynamic,0.20,12,10.66,Yes
597,Mixed,18.8%,astar,0.10,8,7.41,Yes
597,Mixed,18.8%,astar_dynamic,0.10,23,21.73,Yes
598,Mixed,26.3%,astar,0.20,22,12.83,Yes
598,Mixed,26.3%,astar_dynamic,0.20,23,16.00,Yes
599,Mixed,22.8%,astar,0.10,15,14.49,Yes
599,Mixed,22.8%,astar_dynamic,0.10,28,0,No
600,Mixed,13.0%,astar,0.20,14,14.66,Yes
600,Mixed,13.0%,astar_dynamic,0.10,10,9.24,Yes
601,Mixed,24.8%,astar,0.40,53,23.24,Yes
601,Mixed,24.8%,astar_dynamic,0.10,18,13.83,Yes
602,Mixed,29.0%,astar,0.10,6,0,No
602,Mixed,29.0%,astar_dynamic,0.20,15,15.66,Yes
603,Mixed,26.5%,astar,0.20,13,15.31,Yes
603,Mixed,26.5%,astar_dynamic,0.10,12,9.83,Yes
604,Mixed,26.0%,astar,0.30,23,15.24,Yes
604,Mixed,26.0%,astar_dynamic,0.20,24,18.83,Yes
605,Mixed,21.8%,astar,0.10,29,26.07,Yes
605,Mixed,21.8%,astar_dynamic,0.20,28,10.83,Yes
606,Mixed,32.5%,astar,0.80,218,0,No
606,Mixed,32.5%,astar_dynamic,0.40,59,14.24,Yes
607,Mixed,33.5%,astar,0.40,88,30.49,Yes
607,Mixed,33.5%,astar_dynamic,0.20,28,20.24,Yes
608,Mixed,22.0%,astar,0.20,28,20.24,Yes
608,Mixed,22.0%,astar_dynamic,0.20,10,9.24,Yes
609,Mixed,30.5%,astar,0.30,75,20.49,Yes
609,Mixed,30.5%,astar_dynamic,0.20,13,12.66,Yes
610,Mixed,35.3%,astar,0.10,20,14.66,Yes
610,Mixed,35.3%,astar_dynamic,0.20,63,22.83,Yes
611,Mixed,21.3%,astar,0.20,12,11.07,Yes
611,Mixed,21.3%,astar_dynamic,0.10,9,8.83,Yes
612,Mixed,25.5%,astar,0.20,18,10.41,Yes
612,Mixed,25.5%,astar_dynamic,0.10,21,21.73,Yes
613,Mixed,25.0%,astar,0.90,282,0,No
613,Mixed,25.0%,astar_dynamic,0.10,19,12.66,Yes
614,Mixed,24.5%,astar,0.20,28,14.24,Yes
614,Mixed,24.5%,astar_dynamic,0.20,41,15.07,Yes
615,Mixed,29.8%,astar,0.90,269,0,No
615,Mixed,29.8%,astar_dynamic,0.30,63,18.66,Yes
616,Mixed,29.0%,astar,0.30,83,28.24,Yes
616,Mixed,29.0%,astar_dynamic,0.60,165,31.07,Yes
617,Mixed,24.3%,astar,0.20,16,14.24,Yes
617,Mixed,24.3%,astar_dynamic,0.20,26,17.24,Yes
618,Mixed,26.8%,astar,0.20,21,16.07,Yes
618,Mixed,26.8%,astar_dynamic,0.20,26,17.07,Yes
619,Mixed,23.0%,astar,2.00,291,0,No
619,Mixed,23.0%,astar_dynamic,0.10,22,20.90,Yes
620,Mixed,27.5%,astar,0.20,20,16.83,Yes
620,Mixed,27.5%,astar_dynamic,0.60,268,0,No
621,Mixed,20.8%,astar,0.10,12,10.83,Yes
621,Mixed,20.8%,astar_dynamic,0.10,8,8.66,Yes
622,Mixed,21.0%,astar,0.40,89,26.07,Yes
622,Mixed,21.0%,astar_dynamic,0.20,18,18.90,Yes
623,Mixed,25.5%,astar,0.30,34,19.66,Yes
623,Mixed,25.5%,astar_dynamic,0.30,29,16.66,Yes
624,Mixed,17.8%,astar,0.20,18,20.14,Yes
624,Mixed,17.8%,astar_dynamic,0.10,21,11.24,Yes
625,Mixed,30.8%,astar,0.30,10,9.83,Yes
625,Mixed,30.8%,astar_dynamic,0.20,17,13.41,Yes
626,Mixed,30.8%,astar,0.40,80,20.90,Yes
626,Mixed,30.8%,astar_dynamic,0.10,17,16.83,Yes
627,Mixed,20.0%,astar,0.10,9,8.41,Yes
627,Mixed,20.0%,astar_dynamic,0.10,26,15.41,Yes
628,Mixed,25.8%,astar,0.30,18,17.00,Yes
628,Mixed,25.8%,astar_dynamic,0.30,57,24.49,Yes
629,Mixed,30.3%,astar,0.70,253,0,No
629,Mixed,30.3%,astar_dynamic,0.20,33,18.07,Yes
630,Mixed,33.5%,astar,0.10,11,10.83,Yes
630,Mixed,33.5%,astar_dynamic,0.10,8,8.24,Yes
631,Mixed,24.5%,astar,0.20,70,21.24,Yes
631,Mixed,24.5%,astar_dynamic,0.40,105,24.49,Yes
632,Mixed,31.0%,astar,0.20,13,13.24,Yes
632,Mixed,31.0%,astar_dynamic,0.10,11,10.83,Yes
633,Mixed,22.0%,astar,0.20,20,9.83,Yes
633,Mixed,22.0%,astar_dynamic,0.10,20,17.90,Yes
634,Mixed,26.3%,astar,0.30,46,16.83,Yes
634,Mixed,26.3%,astar_dynamic,0.20,28,12.83,Yes
635,Mixed,30.0%,astar,0.70,255,0,No
635,Mixed,30.0%,astar_dynamic,0.20,33,21.90,Yes
636,Mixed,29.8%,astar,0.20,80,23.41,Yes
636,Mixed,29.8%,astar_dynamic,0.30,48,15.24,Yes
637,Mixed,22.5%,astar,0.20,10,10.66,Yes
637,Mixed,22.5%,astar_dynamic,0.00,26,15.24,Yes
638,Mixed,37.3%,astar,0.10,31,16.49,Yes
638,Mixed,37.3%,astar_dynamic,0.30,228,0,No
639,Mixed,27.0%,astar,0.30,156,28.14,Yes
639,Mixed,27.0%,astar_dynamic,0.90,88,32.31,Yes
640,Mixed,28.7%,astar,0.10,25,15.24,Yes
640,Mixed,28.7%,astar_dynamic,0.10,8,7.41,Yes
641,Mixed,23.0%,astar,0.10,17,14.66,Yes
641,Mixed,23.0%,astar_dynamic,0.10,25,17.24,Yes
642,Mixed,22.5%,astar,0.10,16,14.49,Yes
642,Mixed,22.5%,astar_dynamic,0.00,19,21.14,Yes
643,Mixed,26.0%,astar,0.10,58,19.07,Yes
643,Mixed,26.0%,astar_dynamic,0.20,46,29.73,Yes
644,Mixed,32.5%,astar,0.30,19,11.24,Yes
644,Mixed,32.5%,astar_dynamic,0.10,14,11.24,Yes
645,Mixed,24.5%,astar,0.30,28,19.07,Yes
645,Mixed,24.5%,astar_dynamic,0.10,31,24.49,Yes
646,Mixed,25.5%,astar,0.30,73,22.66,Yes
646,Mixed,25.5%,astar_dynamic,0.20,12,11.41,Yes
647,Mixed,19.8%,astar,0.20,24,18.07,Yes
647,Mixed,19.8%,astar_dynamic,0.10,15,14.66,Yes
648,Mixed,22.8%,astar,0.70,16,11.66,Yes
648,Mixed,22.8%,astar_dynamic,0.60,46,21.66,Yes
649,Mixed,31.3%,astar,0.20,25,20.66,Yes
649,Mixed,31.3%,astar_dynamic,0.20,20,14.24,Yes
650,Mixed,27.0%,astar,0.30,32,17.83,Yes
650,Mixed,27.0%,astar_dynamic,0.80,279,0,No
651,Mixed,21.5%,astar,0.20,22,20.31,Yes
651,Mixed,21.5%,astar_dynamic,0.10,20,15.41,Yes
652,Mixed,17.0%,astar,0.20,6,7.07,Yes
652,Mixed,17.0%,astar_dynamic,0.10,13,11.41,Yes
653,Mixed,22.3%,astar,0.30,64,22.90,Yes
653,Mixed,22.3%,astar_dynamic,0.20,53,16.66,Yes
654,Mixed,20.0%,astar,0.20,20,19.00,Yes
654,Mixed,20.0%,astar_dynamic,0.30,35,13.83,Yes
655,Mixed,27.8%,astar,0.30,35,16.66,Yes
655,Mixed,27.8%,astar_dynamic,0.20,42,17.66,Yes
656,Mixed,19.5%,astar,0.20,23,19.41,Yes
656,Mixed,19.5%,astar_dynamic,0.20,10,7.41,Yes
657,Mixed,26.5%,astar,0.30,15,15.66,Yes
657,Mixed,26.5%,astar_dynamic,0.20,11,10.00,Yes
658,Mixed,32.0%,astar,0.30,33,14.07,Yes
658,Mixed,32.0%,astar_dynamic,0.10,1,0,No
659,Mixed,21.5%,astar,0.20,20,11.83,Yes
659,Mixed,21.5%,astar_dynamic,0.30,16,12.41,Yes
660,Mixed,19.3%,astar,0.60,43,17.66,Yes
660,Mixed,19.3%,astar_dynamic,0.20,8,8.24,Yes
661,Mixed,36.8%,astar,0.40,138,41.73,Yes
661,Mixed,36.8%,astar_dynamic,0.20,58,20.66,Yes
662,Mixed,38.3%,astar,0.20,21,19.90,Yes
662,Mixed,38.3%,astar_dynamic,0.30,13,10.83,Yes
663,Mixed,39.5%,astar,0.10,1,0,No
663,Mixed,39.5%,astar_dynamic,0.20,30,14.83,Yes
664,Mixed,28.0%,astar,0.20,17,15.00,Yes
664,Mixed,28.0%,astar_dynamic,0.10,15,14.49,Yes
665,Mixed,49.3%,astar,0.30,144,0,No
665,Mixed,49.3%,astar_dynamic,0.10,26,18.83,Yes
666,Mixed,34.5%,astar,0.20,33,21.41,Yes
666,Mixed,34.5%,astar_dynamic,0.50,146,36.24,Yes
667,Mixed,24.5%,astar,0.10,24,13.83,Yes
667,Mixed,24.5%,astar_dynamic,0.90,284,0,No
668,Mixed,33.8%,astar,0.20,21,0,No
668,Mixed,33.8%,astar_dynamic,0.50,233,0,No
669,Mixed,41.3%,astar,0.20,28,18.00,Yes
669,Mixed,41.3%,astar_dynamic,0.20,31,13.83,Yes
670,Mixed,25.8%,astar,0.30,32,10.83,Yes
670,Mixed,25.8%,astar_dynamic,0.30,44,14.49,Yes
671,Mixed,34.5%,astar,0.40,129,0,No
671,Mixed,34.5%,astar_dynamic,0.20,14,13.41,Yes
672,Mixed,34.0%,astar,0.10,30,19.49,Yes
672,Mixed,34.0%,astar_dynamic,0.20,24,11.83,Yes
673,Mixed,37.0%,astar,0.20,26,21.07,Yes
673,Mixed,37.0%,astar_dynamic,0.70,212,0,No
674,Mixed,37.5%,astar,0.20,1,0,No
674,Mixed,37.5%,astar_dynamic,0.60,155,0,No
675,Mixed,37.8%,astar,0.40,18,12.41,Yes
675,Mixed,37.8%,astar_dynamic,0.10,10,9.66,Yes
676,Mixed,27.3%,astar,0.40,12,12.07,Yes
676,Mixed,27.3%,astar_dynamic,0.10,25,14.83,Yes
677,Mixed,29.5%,astar,0.30,102,28.73,Yes
677,Mixed,29.5%,astar_dynamic,0.10,20,13.41,Yes
678,Mixed,39.8%,astar,0.20,24,0,No
678,Mixed,39.8%,astar_dynamic,0.20,85,23.24,Yes
679,Mixed,34.8%,astar,0.10,8,7.00,Yes
679,Mixed,34.8%,astar_dynamic,0.10,22,15.83,Yes
680,Mixed,33.5%,astar,0.10,11,9.83,Yes
680,Mixed,33.5%,astar_dynamic,0.10,8,7.41,Yes
681,Mixed,34.3%,astar,0.10,2,0,No
681,Mixed,34.3%,astar_dynamic,0.10,14,9.41,Yes
682,Mixed,38.5%,astar,0.20,19,11.83,Yes
682,Mixed,38.5%,astar_dynamic,0.50,213,0,No
683,Mixed,36.0%,astar,0.10,22,12.00,Yes
683,Mixed,36.0%,astar_dynamic,0.50,222,0,No
684,Mixed,33.8%,astar,0.30,107,20.83,Yes
684,Mixed,33.8%,astar_dynamic,0.10,8,8.66,Yes
685,Mixed,28.7%,astar,1.10,47,23.83,Yes
685,Mixed,28.7%,astar_dynamic,0.20,20,10.41,Yes
686,Mixed,41.5%,astar,0.20,87,32.07,Yes
686,Mixed,41.5%,astar_dynamic,0.20,138,0,No
687,Mixed,37.0%,astar,0.20,38,16.07,Yes
687,Mixed,37.0%,astar_dynamic,0.20,15,10.00,Yes
688,Mixed,28.2%,astar,0.40,23,20.90,Yes
688,Mixed,28.2%,astar_dynamic,0.10,40,16.83,Yes
689,Mixed,32.5%,astar,0.20,90,17.24,Yes
689,Mixed,32.5%,astar_dynamic,0.10,12,13.07,Yes
690,Mixed,31.8%,astar,0.10,18,17.83,Yes
690,Mixed,31.8%,astar_dynamic,0.10,13,12.24,Yes
691,Mixed,34.3%,astar,0.20,40,18.41,Yes
691,Mixed,34.3%,astar_dynamic,0.10,35,13.83,Yes
692,Mixed,31.5%,astar,0.20,8,0,No
692,Mixed,31.5%,astar_dynamic,0.10,13,12.00,Yes
693,Mixed,35.0%,astar,0.20,49,16.41,Yes
693,Mixed,35.0%,astar_dynamic,0.20,9,8.00,Yes
694,Mixed,29.3%,astar,0.20,17,11.66,Yes
694,Mixed,29.3%,astar_dynamic,0.10,12,13.49,Yes
695,Mixed,26.0%,astar,0.20,12,12.24,Yes
695,Mixed,26.0%,astar_dynamic,0.10,12,11.24,Yes
696,Mixed,25.3%,astar,0.20,25,16.66,Yes
696,Mixed,25.3%,astar_dynamic,0.30,33,15.24,Yes
697,Mixed,30.5%,astar,0.30,47,15.83,Yes
697,Mixed,30.5%,astar_dynamic,0.20,14,13.49,Yes
698,Mixed,27.8%,astar,0.20,9,8.24,Yes
