Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
698,Mixed,27.8%,astar_dynamic,0.10,13,10.83,Yes
699,Mixed,29.8%,astar,0.20,10,10.49,Yes
699,Mixed,29.8%,astar_dynamic,0.60,255,0,No
700,Mixed,27.0%,astar,0.20,52,19.66,Yes
700,Mixed,27.0%,astar_dynamic,0.10,8,8.24,Yes
701,Mixed,21.8%,astar,0.10,31,11.83,Yes
701,Mixed,21.8%,astar_dynamic,0.20,27,18.24,Yes
702,Mixed,29.8%,astar,0.20,14,9.83,Yes
702,Mixed,29.8%,astar_dynamic,0.10,17,10.41,Yes
703,Mixed,35.5%,astar,0.20,13,14.49,Yes
703,Mixed,35.5%,astar_dynamic,0.20,49,17.00,Yes
704,Mixed,33.5%,astar,0.10,25,14.83,Yes
704,Mixed,33.5%,astar_dynamic,0.50,11,9.24,Yes
705,Mixed,44.3%,astar,0.20,17,0,No
705,Mixed,44.3%,astar_dynamic,0.40,127,0,No
706,Mixed,31.5%,astar,0.30,59,15.83,Yes
706,Mixed,31.5%,astar_dynamic,0.40,222,0,No
707,Mixed,34.8%,astar,0.50,221,0,No
707,Mixed,34.8%,astar_dynamic,0.40,221,0,No
708,Mixed,33.0%,astar,0.30,73,25.83,Yes
708,Mixed,33.0%,astar_dynamic,0.80,15,7.83,Yes
709,Mixed,22.0%,astar,0.20,34,19.49,Yes
709,Mixed,22.0%,astar_dynamic,0.10,24,19.07,Yes
710,Mixed,35.0%,astar,0.20,117,0,No
710,Mixed,35.0%,astar_dynamic,0.20,19,18.00,Yes
711,Mixed,28.7%,astar,0.20,20,15.07,Yes
711,Mixed,28.7%,astar_dynamic,0.10,61,25.66,Yes
712,Mixed,34.5%,astar,0.50,52,18.49,Yes
712,Mixed,34.5%,astar_dynamic,0.10,26,14.41,Yes
713,Mixed,42.5%,astar,0.20,18,15.49,Yes
713,Mixed,42.5%,astar_dynamic,0.80,165,35.49,Yes
714,Mixed,27.5%,astar,0.20,35,17.83,Yes
714,Mixed,27.5%,astar_dynamic,0.20,9,10.07,Yes
715,Mixed,25.8%,astar,0.10,19,16.41,Yes
715,Mixed,25.8%,astar_dynamic,0.20,33,13.83,Yes
716,Mixed,29.5%,astar,1.00,244,0,No
716,Mixed,29.5%,astar_dynamic,0.50,244,0,No
717,Mixed,39.0%,astar,0.20,17,9.83,Yes
717,Mixed,39.0%,astar_dynamic,0.20,51,16.83,Yes
718,Mixed,31.5%,astar,0.20,44,18.41,Yes
718,Mixed,31.5%,astar_dynamic,0.20,17,13.83,Yes
719,Mixed,30.8%,astar,0.10,14,12.83,Yes
719,Mixed,30.8%,astar_dynamic,0.30,111,23.49,Yes
720,Mixed,36.3%,astar,0.20,8,7.00,Yes
720,Mixed,36.3%,astar_dynamic,0.40,232,0,No
