Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
354,Maze,43.0%,astar_dynamic,0.30,69,22.41,Yes
354,Maze,43.0%,ml_dynamic,0.30,34,18.00,Yes
355,Maze,42.5%,astar_dynamic,0.30,47,26.41,Yes
355,Maze,42.5%,ml_dynamic,0.40,172,62.00,Yes
356,Maze,44.0%,astar_dynamic,0.50,71,38.83,Yes
356,Maze,44.0%,ml_dynamic,0.10,31,17.83,Yes
357,Maze,43.5%,astar_dynamic,0.60,177,77.07,Yes
357,Maze,43.5%,ml_dynamic,0.30,29,18.41,Yes
358,Maze,42.5%,astar_dynamic,0.20,56,27.00,Yes
358,Maze,42.5%,ml_dynamic,0.50,39,25.41,Yes
359,Maze,44.3%,astar_dynamic,0.20,27,16.00,Yes
359,Maze,44.3%,ml_dynamic,0.20,94,26.41,Yes
360,Maze,43.8%,astar_dynamic,0.30,147,34.00,Yes
360,Maze,43.8%,ml_dynamic,0.10,17,16.00,Yes
361,Clustered,13.8%,astar_dynamic,0.20,9,8.83,Yes
361,Clustered,13.8%,ml_dynamic,0.30,18,14.00,Yes
362,Clustered,13.0%,astar_dynamic,0.40,25,24.73,Yes
362,Clustered,13.0%,ml_dynamic,0.20,23,15.24,Yes
363,Clustered,12.0%,astar_dynamic,0.20,20,20.31,Yes
363,Clustered,12.0%,ml_dynamic,0.50,65,20.07,Yes
364,Clustered,16.3%,astar_dynamic,0.20,10,9.00,Yes
364,Clustered,16.3%,ml_dynamic,0.90,327,0,No
365,Clustered,15.5%,astar_dynamic,0.10,18,12.24,Yes
365,Clustered,15.5%,ml_dynamic,0.30,19,19.24,Yes
366,Clustered,28.5%,astar_dynamic,0.50,81,24.14,Yes
366,Clustered,28.5%,ml_dynamic,0.30,71,22.83,Yes
367,Clustered,14.5%,astar_dynamic,0.20,27,18.49,Yes
367,Clustered,14.5%,ml_dynamic,0.10,12,11.83,Yes
368,Clustered,17.0%,astar_dynamic,0.70,14,13.83,Yes
368,Clustered,17.0%,ml_dynamic,0.30,16,9.41,Yes
369,Clustered,10.3%,astar_dynamic,0.20,12,12.07,Yes
369,Clustered,10.3%,ml_dynamic,0.20,26,25.49,Yes
370,Clustered,17.3%,astar_dynamic,0.10,26,13.07,Yes
370,Clustered,17.3%,ml_dynamic,0.20,49,15.66,Yes
371,Clustered,19.3%,astar_dynamic,0.50,16,13.00,Yes
371,Clustered,19.3%,ml_dynamic,0.20,17,16.41,Yes
372,Clustered,14.0%,astar_dynamic,0.10,13,9.66,Yes
372,Clustered,14.0%,ml_dynamic,0.50,9,9.66,Yes
373,Clustered,11.0%,astar_dynamic,0.20,20,10.00,Yes
373,Clustered,11.0%,ml_dynamic,0.20,10,10.66,Yes
374,Clustered,10.5%,astar_dynamic,0.40,15,15.24,Yes
374,Clustered,10.5%,ml_dynamic,0.60,29,14.66,Yes
375,Clustered,12.0%,astar_dynamic,0.30,19,13.66,Yes
375,Clustered,12.0%,ml_dynamic,0.30,20,17.90,Yes
376,Clustered,24.0%,astar_dynamic,0.20,8,7.83,Yes
376,Clustered,24.0%,ml_dynamic,0.40,48,24.73,Yes
377,Clustered,9.5%,astar_dynamic,0.30,23,10.41,Yes
377,Clustered,9.5%,ml_dynamic,0.20,10,11.07,Yes
378,Clustered,12.5%,astar_dynamic,0.20,12,11.41,Yes
378,Clustered,12.5%,ml_dynamic,0.30,8,7.41,Yes
379,Clustered,17.5%,astar_dynamic,0.40,66,27.31,Yes
379,Clustered,17.5%,ml_dynamic,0.10,46,19.07,Yes
380,Clustered,11.5%,astar_dynamic,0.10,12,13.49,Yes
380,Clustered,11.5%,ml_dynamic,0.30,14,14.07,Yes
381,Clustered,25.3%,astar_dynamic,0.10,21,14.24,Yes
381,Clustered,25.3%,ml_dynamic,0.30,37,12.24,Yes
382,Clustered,19.3%,astar_dynamic,0.10,12,9.83,Yes
382,Clustered,19.3%,ml_dynamic,0.80,182,31.56,Yes
383,Clustered,14.2%,astar_dynamic,0.20,13,12.83,Yes
383,Clustered,14.2%,ml_dynamic,0.10,19,20.31,Yes
384,Clustered,11.3%,astar_dynamic,0.20,22,20.24,Yes
384,Clustered,11.3%,ml_dynamic,0.20,21,19.66,Yes
385,Clustered,19.0%,astar_dynamic,0.20,10,8.41,Yes
385,Clustered,19.0%,ml_dynamic,0.10,12,14.31,Yes
386,Clustered,25.0%,astar_dynamic,0.30,70,20.83,Yes
386,Clustered,25.0%,ml_dynamic,0.50,177,34.31,Yes
387,Clustered,10.0%,astar_dynamic,0.30,8,9.07,Yes
387,Clustered,10.0%,ml_dynamic,0.30,10,11.90,Yes
388,Clustered,13.5%,astar_dynamic,0.20,10,10.66,Yes
388,Clustered,13.5%,ml_dynamic,0.20,11,10.83,Yes
389,Clustered,18.3%,astar_dynamic,0.20,10,11.07,Yes
389,Clustered,18.3%,ml_dynamic,3.50,28,17.41,Yes
390,Clustered,11.3%,astar_dynamic,0.30,43,15.41,Yes
390,Clustered,11.3%,ml_dynamic,0.10,8,7.00,Yes
391,Clustered,11.8%,astar_dynamic,0.20,9,10.49,Yes
391,Clustered,11.8%,ml_dynamic,0.20,17,13.66,Yes
392,Clustered,13.3%,astar_dynamic,0.30,12,11.41,Yes
392,Clustered,13.3%,ml_dynamic,0.10,10,10.24,Yes
393,Clustered,23.5%,astar_dynamic,0.50,15,9.83,Yes
393,Clustered,23.5%,ml_dynamic,0.60,37,23.73,Yes
394,Clustered,16.5%,astar_dynamic,1.10,306,0,No
394,Clustered,16.5%,ml_dynamic,0.80,306,0,No
395,Clustered,22.3%,astar_dynamic,0.10,29,15.07,Yes
395,Clustered,22.3%,ml_dynamic,0.20,36,20.24,Yes
396,Clustered,15.0%,astar_dynamic,0.10,16,9.41,Yes
396,Clustered,15.0%,ml_dynamic,0.30,9,10.90,Yes
397,Clustered,17.5%,astar_dynamic,0.70,93,22.24,Yes
397,Clustered,17.5%,ml_dynamic,0.30,42,15.66,Yes
398,Clustered,13.3%,astar_dynamic,0.20,13,12.83,Yes
398,Clustered,13.3%,ml_dynamic,0.10,8,7.41,Yes
399,Clustered,13.0%,astar_dynamic,0.60,8,8.24,Yes
399,Clustered,13.0%,ml_dynamic,0.10,10,11.90,Yes
400,Clustered,19.5%,astar_dynamic,0.20,16,16.66,Yes
400,Clustered,19.5%,ml_dynamic,0.30,11,12.49,Yes
401,Clustered,10.5%,astar_dynamic,0.30,18,18.07,Yes
401,Clustered,10.5%,ml_dynamic,0.60,15,10.83,Yes
402,Clustered,17.3%,astar_dynamic,0.30,68,28.31,Yes
402,Clustered,17.3%,ml_dynamic,0.20,14,13.83,Yes
403,Clustered,18.0%,astar_dynamic,0.50,96,18.24,Yes
403,Clustered,18.0%,ml_dynamic,0.20,10,9.41,Yes
404,Clustered,9.3%,astar_dynamic,0.20,9,8.83,Yes
404,Clustered,9.3%,ml_dynamic,0.10,14,13.41,Yes
405,Clustered,24.5%,astar_dynamic,0.30,11,10.41,Yes
405,Clustered,24.5%,ml_dynamic,0.00,11,12.49,Yes
406,Clustered,10.0%,astar_dynamic,0.20,22,15.49,Yes
406,Clustered,10.0%,ml_dynamic,0.30,10,11.07,Yes
407,Clustered,15.0%,astar_dynamic,0.30,27,20.07,Yes
407,Clustered,15.0%,ml_dynamic,0.20,14,14.24,Yes
408,Clustered,16.3%,astar_dynamic,0.30,20,16.66,Yes
408,Clustered,16.3%,ml_dynamic,0.10,17,18.73,Yes
409,Clustered,10.0%,astar_dynamic,0.10,6,7.07,Yes
409,Clustered,10.0%,ml_dynamic,0.10,16,16.66,Yes
410,Clustered,6.3%,astar_dynamic,0.20,4,0,No
410,Clustered,6.3%,ml_dynamic,0.40,8,7.83,Yes
411,Clustered,23.8%,astar_dynamic,0.10,8,7.83,Yes
411,Clustered,23.8%,ml_dynamic,0.20,28,17.83,Yes
412,Clustered,19.3%,astar_dynamic,0.10,13,12.41,Yes
412,Clustered,19.3%,ml_dynamic,0.20,35,21.66,Yes
413,Clustered,10.3%,astar_dynamic,1.30,356,0,No
413,Clustered,10.3%,ml_dynamic,0.10,9,10.07,Yes
414,Clustered,12.8%,astar_dynamic,0.20,22,12.83,Yes
414,Clustered,12.8%,ml_dynamic,0.20,20,19.07,Yes
415,Clustered,12.5%,astar_dynamic,0.20,11,12.90,Yes
415,Clustered,12.5%,ml_dynamic,0.50,42,21.07,Yes
416,Clustered,14.0%,astar_dynamic,0.10,9,8.83,Yes
416,Clustered,14.0%,ml_dynamic,0.30,62,25.66,Yes
417,Clustered,13.0%,astar_dynamic,0.20,35,11.24,Yes
417,Clustered,13.0%,ml_dynamic,0.20,26,22.73,Yes
418,Clustered,20.3%,astar_dynamic,0.30,8,7.83,Yes
418,Clustered,20.3%,ml_dynamic,0.10,30,20.24,Yes
419,Clustered,19.5%,astar_dynamic,0.10,13,7.83,Yes
419,Clustered,19.5%,ml_dynamic,0.10,13,10.24,Yes
420,Clustered,21.8%,astar_dynamic,0.30,11,10.24,Yes
420,Clustered,21.8%,ml_dynamic,0.60,155,21.66,Yes
421,Clustered,19.5%,astar_dynamic,0.20,11,8.83,Yes
421,Clustered,19.5%,ml_dynamic,0.10,8,7.83,Yes
422,Clustered,19.0%,astar_dynamic,0.10,11,10.00,Yes
422,Clustered,19.0%,ml_dynamic,0.10,10,9.00,Yes
423,Clustered,19.3%,astar_dynamic,0.40,8,7.83,Yes
423,Clustered,19.3%,ml_dynamic,0.20,9,10.90,Yes
424,Clustered,27.5%,astar_dynamic,0.70,98,30.90,Yes
424,Clustered,27.5%,ml_dynamic,0.30,24,16.07,Yes
425,Clustered,36.3%,astar_dynamic,0.20,21,18.24,Yes
425,Clustered,36.3%,ml_dynamic,0.70,227,0,No
426,Clustered,22.0%,astar_dynamic,0.20,27,17.41,Yes
426,Clustered,22.0%,ml_dynamic,0.30,43,19.49,Yes
427,Clustered,26.8%,astar_dynamic,0.10,12,11.83,Yes
427,Clustered,26.8%,ml_dynamic,0.20,37,21.49,Yes
428,Clustered,25.3%,astar_dynamic,0.30,15,13.90,Yes
428,Clustered,25.3%,ml_dynamic,0.00,2,0,No
429,Clustered,20.3%,astar_dynamic,1.20,292,0,No
429,Clustered,20.3%,ml_dynamic,0.20,26,17.24,Yes
430,Clustered,12.5%,astar_dynamic,3.30,88,32.14,Yes
430,Clustered,12.5%,ml_dynamic,0.10,7,7.66,Yes
431,Clustered,27.5%,astar_dynamic,0.40,22,10.83,Yes
431,Clustered,27.5%,ml_dynamic,0.10,24,14.66,Yes
432,Clustered,33.8%,astar_dynamic,0.30,16,0,No
432,Clustered,33.8%,ml_dynamic,0.20,14,12.66,Yes
433,Clustered,10.0%,astar_dynamic,0.10,26,13.83,Yes
433,Clustered,10.0%,ml_dynamic,0.10,14,17.56,Yes
434,Clustered,15.3%,astar_dynamic,0.10,10,11.07,Yes
434,Clustered,15.3%,ml_dynamic,0.00,9,9.66,Yes
435,Clustered,32.5%,astar_dynamic,0.90,233,0,No
435,Clustered,32.5%,ml_dynamic,0.20,9,8.83,Yes
436,Clustered,23.0%,astar_dynamic,0.70,146,30.83,Yes
436,Clustered,23.0%,ml_dynamic,0.90,293,0,No
437,Clustered,23.5%,astar_dynamic,0.30,3,0,No
437,Clustered,23.5%,ml_dynamic,0.20,14,12.24,Yes
438,Clustered,23.0%,astar_dynamic,0.10,11,11.24,Yes
438,Clustered,23.0%,ml_dynamic,0.10,8,7.00,Yes
439,Clustered,20.8%,astar_dynamic,0.40,65,20.31,Yes
439,Clustered,20.8%,ml_dynamic,0.10,21,19.73,Yes
440,Clustered,19.8%,astar_dynamic,0.30,9,9.66,Yes
440,Clustered,19.8%,ml_dynamic,0.20,10,11.49,Yes
441,Clustered,31.5%,astar_dynamic,0.10,9,9.66,Yes
441,Clustered,31.5%,ml_dynamic,0.20,11,10.66,Yes
442,Clustered,24.3%,astar_dynamic,0.90,237,0,No
442,Clustered,24.3%,ml_dynamic,0.20,64,0,No
443,Clustered,20.3%,astar_dynamic,0.20,26,18.07,Yes
443,Clustered,20.3%,ml_dynamic,0.30,37,20.49,Yes
444,Clustered,22.8%,astar_dynamic,0.30,40,15.66,Yes
444,Clustered,22.8%,ml_dynamic,0.90,299,0,No
445,Clustered,27.0%,astar_dynamic,0.50,35,16.24,Yes
445,Clustered,27.0%,ml_dynamic,0.10,19,18.24,Yes
446,Clustered,19.3%,astar_dynamic,0.30,10,9.41,Yes
446,Clustered,19.3%,ml_dynamic,0.00,15,12.66,Yes
447,Clustered,12.3%,astar_dynamic,0.30,33,21.24,Yes
447,Clustered,12.3%,ml_dynamic,0.30,16,14.66,Yes
448,Clustered,18.8%,astar_dynamic,0.20,45,15.24,Yes
448,Clustered,18.8%,ml_dynamic,0.10,12,13.49,Yes
449,Clustered,19.8%,astar_dynamic,0.20,10,0,No
449,Clustered,19.8%,ml_dynamic,0.20,12,11.83,Yes
450,Clustered,20.3%,astar_dynamic,0.30,28,28.31,Yes
450,Clustered,20.3%,ml_dynamic,0.10,15,11.24,Yes
451,Clustered,26.5%,astar_dynamic,0.10,12,11.24,Yes
451,Clustered,26.5%,ml_dynamic,0.10,12,13.07,Yes
452,Clustered,15.8%,astar_dynamic,0.20,14,11.24,Yes
452,Clustered,15.8%,ml_dynamic,0.30,67,16.41,Yes
453,Clustered,24.8%,astar_dynamic,0.20,16,19.14,Yes
453,Clustered,24.8%,ml_dynamic,0.10,9,0,No
454,Clustered,22.5%,astar_dynamic,0.20,17,13.24,Yes
454,Clustered,22.5%,ml_dynamic,0.10,8,8.66,Yes
455,Clustered,27.8%,astar_dynamic,0.50,19,22.56,Yes
455,Clustered,27.8%,ml_dynamic,0.20,17,10.83,Yes
456,Clustered,9.3%,astar_dynamic,0.30,9,9.24,Yes
456,Clustered,9.3%,ml_dynamic,0.10,11,10.83,Yes
457,Clustered,40.8%,astar_dynamic,3.90,137,0,No
457,Clustered,40.8%,ml_dynamic,0.00,2,0,No
458,Clustered,14.5%,astar_dynamic,0.20,12,14.31,Yes
458,Clustered,14.5%,ml_dynamic,0.30,60,16.66,Yes
459,Clustered,21.0%,astar_dynamic,0.10,4,0,No
459,Clustered,21.0%,ml_dynamic,0.30,21,17.41,Yes
460,Clustered,27.3%,astar_dynamic,0.10,11,12.49,Yes
460,Clustered,27.3%,ml_dynamic,0.10,1,0,No
461,Clustered,21.0%,astar_dynamic,1.00,300,0,No
461,Clustered,21.0%,ml_dynamic,0.20,7,7.66,Yes
462,Clustered,27.3%,astar_dynamic,0.20,25,19.24,Yes
462,Clustered,27.3%,ml_dynamic,0.10,16,13.49,Yes
463,Clustered,14.8%,astar_dynamic,0.20,11,11.66,Yes
463,Clustered,14.8%,ml_dynamic,0.10,8,7.83,Yes
464,Clustered,23.0%,astar_dynamic,0.30,11,11.49,Yes
464,Clustered,23.0%,ml_dynamic,0.30,75,21.90,Yes
465,Clustered,25.8%,astar_dynamic,0.30,10,10.24,Yes
465,Clustered,25.8%,ml_dynamic,0.10,8,7.41,Yes
466,Clustered,15.8%,astar_dynamic,0.40,8,7.41,Yes
466,Clustered,15.8%,ml_dynamic,0.30,26,16.07,Yes
467,Clustered,39.8%,astar_dynamic,5.70,100,0,No
467,Clustered,39.8%,ml_dynamic,0.30,100,0,No
468,Clustered,19.0%,astar_dynamic,0.20,34,24.56,Yes
468,Clustered,19.0%,ml_dynamic,0.10,7,8.07,Yes
469,Clustered,16.5%,astar_dynamic,0.30,13,13.66,Yes
469,Clustered,16.5%,ml_dynamic,0.20,17,16.83,Yes
470,Clustered,23.5%,astar_dynamic,0.20,9,8.83,Yes
470,Clustered,23.5%,ml_dynamic,0.20,24,18.24,Yes
471,Clustered,26.8%,astar_dynamic,0.40,9,8.41,Yes
471,Clustered,26.8%,ml_dynamic,0.10,9,8.41,Yes
472,Clustered,36.3%,astar_dynamic,0.20,8,8.24,Yes
472,Clustered,36.3%,ml_dynamic,0.10,17,10.83,Yes
473,Clustered,10.0%,astar_dynamic,0.30,27,18.90,Yes
473,Clustered,10.0%,ml_dynamic,0.40,44,18.66,Yes
474,Clustered,15.5%,astar_dynamic,0.20,8,7.83,Yes
474,Clustered,15.5%,ml_dynamic,0.10,16,17.49,Yes
475,Clustered,25.5%,astar_dynamic,4.10,116,23.66,Yes
475,Clustered,25.5%,ml_dynamic,0.30,60,27.24,Yes
476,Clustered,22.0%,astar_dynamic,0.30,23,22.90,Yes
476,Clustered,22.0%,ml_dynamic,0.20,24,20.83,Yes
477,Clustered,20.5%,astar_dynamic,3.80,60,20.83,Yes
477,Clustered,20.5%,ml_dynamic,0.00,9,10.07,Yes
478,Clustered,27.8%,astar_dynamic,0.50,9,8.00,Yes
478,Clustered,27.8%,ml_dynamic,0.10,17,0,No
479,Clustered,23.3%,astar_dynamic,1.00,284,0,No
479,Clustered,23.3%,ml_dynamic,0.30,13,13.07,Yes
480,Clustered,29.0%,astar_dynamic,0.10,9,8.00,Yes
480,Clustered,29.0%,ml_dynamic,0.10,25,24.66,Yes
481,Clustered,33.5%,astar_dynamic,0.70,170,0,No
481,Clustered,33.5%,ml_dynamic,0.10,10,9.41,Yes
482,Clustered,36.0%,astar_dynamic,0.30,70,27.49,Yes
482,Clustered,36.0%,ml_dynamic,0.10,36,14.49,Yes
483,Clustered,45.5%,astar_dynamic,0.20,28,11.83,Yes
483,Clustered,45.5%,ml_dynamic,0.10,10,8.24,Yes
484,Clustered,29.0%,astar_dynamic,0.20,13,14.49,Yes
484,Clustered,29.0%,ml_dynamic,0.20,14,13.24,Yes
485,Clustered,34.3%,astar_dynamic,0.30,13,11.66,Yes
485,Clustered,34.3%,ml_dynamic,0.00,2,0,No
486,Clustered,36.8%,astar_dynamic,0.30,40,0,No
486,Clustered,36.8%,ml_dynamic,0.50,182,0,No
487,Clustered,47.0%,astar_dynamic,0.40,86,0,No
487,Clustered,47.0%,ml_dynamic,0.10,8,7.83,Yes
488,Clustered,34.3%,astar_dynamic,0.10,3,0,No
488,Clustered,34.3%,ml_dynamic,0.10,1,0,No
489,Clustered,34.3%,astar_dynamic,0.40,27,17.24,Yes
489,Clustered,34.3%,ml_dynamic,0.10,10,11.49,Yes
490,Clustered,33.8%,astar_dynamic,0.30,41,20.66,Yes
490,Clustered,33.8%,ml_dynamic,0.10,29,15.00,Yes
491,Clustered,34.8%,astar_dynamic,0.30,16,10.83,Yes
491,Clustered,34.8%,ml_dynamic,0.30,15,12.83,Yes
492,Clustered,32.0%,astar_dynamic,0.10,16,14.07,Yes
492,Clustered,32.0%,ml_dynamic,0.10,27,18.90,Yes
493,Clustered,42.5%,astar_dynamic,0.30,56,0,No
493,Clustered,42.5%,ml_dynamic,0.30,57,0,No
494,Clustered,41.8%,astar_dynamic,0.20,33,14.83,Yes
494,Clustered,41.8%,ml_dynamic,0.50,179,0,No
495,Clustered,34.8%,astar_dynamic,0.30,31,17.49,Yes
495,Clustered,34.8%,ml_dynamic,0.90,123,35.73,Yes
496,Clustered,37.0%,astar_dynamic,0.20,37,23.41,Yes
496,Clustered,37.0%,ml_dynamic,0.20,9,10.49,Yes
497,Clustered,38.3%,astar_dynamic,0.20,5,0,No
497,Clustered,38.3%,ml_dynamic,0.50,145,0,No
498,Clustered,34.5%,astar_dynamic,0.20,7,0,No
498,Clustered,34.5%,ml_dynamic,0.10,1,0,No
499,Clustered,38.5%,astar_dynamic,0.50,165,0,No
499,Clustered,38.5%,ml_dynamic,0.20,55,21.83,Yes
500,Clustered,37.0%,astar_dynamic,0.30,35,18.24,Yes
500,Clustered,37.0%,ml_dynamic,0.10,1,0,No
501,Clustered,38.3%,astar_dynamic,0.60,186,0,No
501,Clustered,38.3%,ml_dynamic,0.20,18,14.24,Yes
502,Clustered,42.5%,astar_dynamic,0.30,13,12.24,Yes
502,Clustered,42.5%,ml_dynamic,0.00,1,0,No
503,Clustered,36.3%,astar_dynamic,0.50,186,0,No
503,Clustered,36.3%,ml_dynamic,0.20,82,22.24,Yes
504,Clustered,42.3%,astar_dynamic,0.50,146,0,No
504,Clustered,42.3%,ml_dynamic,0.50,54,15.24,Yes
505,Clustered,29.0%,astar_dynamic,0.30,40,14.66,Yes
505,Clustered,29.0%,ml_dynamic,0.20,46,15.83,Yes
506,Clustered,48.8%,astar_dynamic,0.00,3,0,No
506,Clustered,48.8%,ml_dynamic,0.20,53,22.83,Yes
507,Clustered,44.5%,astar_dynamic,0.20,5,0,No
507,Clustered,44.5%,ml_dynamic,0.00,4,0,No
508,Clustered,34.5%,astar_dynamic,0.40,10,9.83,Yes
508,Clustered,34.5%,ml_dynamic,0.40,168,0,No
509,Clustered,32.0%,astar_dynamic,0.20,22,13.41,Yes
509,Clustered,32.0%,ml_dynamic,0.10,10,9.41,Yes
510,Clustered,36.5%,astar_dynamic,0.50,44,21.24,Yes
510,Clustered,36.5%,ml_dynamic,0.20,61,0,No
511,Clustered,35.5%,astar_dynamic,0.40,202,0,No
511,Clustered,35.5%,ml_dynamic,0.30,202,0,No
512,Clustered,42.0%,astar_dynamic,0.40,67,29.07,Yes
512,Clustered,42.0%,ml_dynamic,0.20,58,19.66,Yes
513,Clustered,41.5%,astar_dynamic,0.20,14,10.83,Yes
513,Clustered,41.5%,ml_dynamic,0.10,25,11.24,Yes
514,Clustered,36.5%,astar_dynamic,0.30,88,21.49,Yes
514,Clustered,36.5%,ml_dynamic,0.40,26,21.49,Yes
515,Clustered,46.5%,astar_dynamic,0.20,39,0,No
515,Clustered,46.5%,ml_dynamic,0.00,3,0,No
516,Clustered,29.3%,astar_dynamic,0.20,66,0,No
516,Clustered,29.3%,ml_dynamic,0.90,204,0,No
517,Clustered,36.5%,astar_dynamic,0.20,30,21.24,Yes
517,Clustered,36.5%,ml_dynamic,0.60,230,0,No
518,Clustered,31.3%,astar_dynamic,0.70,234,0,No
518,Clustered,31.3%,ml_dynamic,3.60,234,0,No
519,Clustered,39.8%,astar_dynamic,0.30,44,22.83,Yes
519,Clustered,39.8%,ml_dynamic,0.10,17,15.66,Yes
520,Clustered,46.8%,astar_dynamic,0.20,15,14.66,Yes
520,Clustered,46.8%,ml_dynamic,0.20,11,9.24,Yes
521,Clustered,37.3%,astar_dynamic,0.20,21,11.83,Yes
521,Clustered,37.3%,ml_dynamic,0.30,101,27.66,Yes
522,Clustered,31.3%,astar_dynamic,0.20,17,13.90,Yes
522,Clustered,31.3%,ml_dynamic,0.10,22,16.83,Yes
523,Clustered,45.3%,astar_dynamic,0.30,57,0,No
523,Clustered,45.3%,ml_dynamic,0.20,57,0,No
524,Clustered,45.3%,astar_dynamic,0.20,17,0,No
524,Clustered,45.3%,ml_dynamic,0.10,10,9.24,Yes
525,Clustered,36.8%,astar_dynamic,0.30,27,19.49,Yes
525,Clustered,36.8%,ml_dynamic,0.10,31,23.66,Yes
526,Clustered,29.8%,astar_dynamic,0.30,62,17.83,Yes
526,Clustered,29.8%,ml_dynamic,0.10,9,8.00,Yes
527,Clustered,33.3%,astar_dynamic,0.50,35,21.49,Yes
527,Clustered,33.3%,ml_dynamic,0.80,255,0,No
528,Clustered,32.8%,astar_dynamic,0.20,8,8.66,Yes
528,Clustered,32.8%,ml_dynamic,0.10,28,13.83,Yes
529,Clustered,34.0%,astar_dynamic,0.20,51,22.83,Yes
529,Clustered,34.0%,ml_dynamic,0.10,41,16.83,Yes
530,Clustered,34.5%,astar_dynamic,0.30,12,11.00,Yes
530,Clustered,34.5%,ml_dynamic,0.50,18,9.83,Yes
531,Clustered,33.5%,astar_dynamic,0.10,27,14.83,Yes
531,Clustered,33.5%,ml_dynamic,0.20,27,25.31,Yes
532,Clustered,34.5%,astar_dynamic,0.30,49,21.00,Yes
532,Clustered,34.5%,ml_dynamic,0.30,22,12.83,Yes
533,Clustered,34.8%,astar_dynamic,0.20,16,15.07,Yes
533,Clustered,34.8%,ml_dynamic,0.00,15,13.24,Yes
534,Clustered,35.5%,astar_dynamic,0.20,32,11.41,Yes
534,Clustered,35.5%,ml_dynamic,0.40,73,28.07,Yes
535,Clustered,38.0%,astar_dynamic,0.30,101,0,No
535,Clustered,38.0%,ml_dynamic,0.20,22,15.24,Yes
536,Clustered,32.0%,astar_dynamic,0.60,139,31.66,Yes
536,Clustered,32.0%,ml_dynamic,0.80,183,38.14,Yes
537,Clustered,31.0%,astar_dynamic,0.10,16,10.83,Yes
537,Clustered,31.0%,ml_dynamic,0.10,26,20.49,Yes
538,Clustered,40.5%,astar_dynamic,0.20,18,17.24,Yes
538,Clustered,40.5%,ml_dynamic,0.10,10,9.83,Yes
539,Clustered,46.3%,astar_dynamic,0.70,12,8.83,Yes
539,Clustered,46.3%,ml_dynamic,0.00,7,0,No
540,Clustered,38.5%,astar_dynamic,0.30,16,13.66,Yes
540,Clustered,38.5%,ml_dynamic,0.20,22,14.24,Yes
541,Mixed,13.3%,astar_dynamic,0.30,10,9.00,Yes
541,Mixed,13.3%,ml_dynamic,0.20,19,15.07,Yes
542,Mixed,22.5%,astar_dynamic,0.20,12,10.41,Yes
542,Mixed,22.5%,ml_dynamic,0.20,22,12.83,Yes
543,Mixed,12.5%,astar_dynamic,0.20,14,10.66,Yes
543,Mixed,12.5%,ml_dynamic,0.20,9,8.24,Yes
544,Mixed,26.5%,astar_dynamic,0.80,13,12.07,Yes
544,Mixed,26.5%,ml_dynamic,0.20,34,13.41,Yes
545,Mixed,23.3%,astar_dynamic,0.20,48,22.24,Yes
545,Mixed,23.3%,ml_dynamic,0.80,288,0,No
546,Mixed,17.3%,astar_dynamic,1.00,326,0,No
546,Mixed,17.3%,ml_dynamic,0.80,40,13.83,Yes
547,Mixed,25.3%,astar_dynamic,0.20,19,20.90,Yes
547,Mixed,25.3%,ml_dynamic,0.20,29,14.24,Yes
548,Mixed,17.3%,astar_dynamic,0.30,44,20.07,Yes
548,Mixed,17.3%,ml_dynamic,0.20,17,18.73,Yes
549,Mixed,17.3%,astar_dynamic,0.30,24,22.56,Yes
549,Mixed,17.3%,ml_dynamic,0.90,314,0,No
550,Mixed,11.8%,astar_dynamic,0.10,25,24.56,Yes
550,Mixed,11.8%,ml_dynamic,0.10,8,9.49,Yes
551,Mixed,16.5%,astar_dynamic,0.20,23,17.24,Yes
551,Mixed,16.5%,ml_dynamic,0.20,21,16.49,Yes
552,Mixed,15.8%,astar_dynamic,0.40,60,18.24,Yes
552,Mixed,15.8%,ml_dynamic,0.30,34,20.83,Yes
553,Mixed,20.3%,astar_dynamic,0.10,10,10.66,Yes
553,Mixed,20.3%,ml_dynamic,1.00,312,0,No
554,Mixed,24.5%,astar_dynamic,0.30,43,21.00,Yes
554,Mixed,24.5%,ml_dynamic,0.10,21,20.49,Yes
555,Mixed,19.3%,astar_dynamic,0.10,1,0,No
555,Mixed,19.3%,ml_dynamic,0.20,62,25.07,Yes
556,Mixed,18.5%,astar_dynamic,0.20,16,15.41,Yes
556,Mixed,18.5%,ml_dynamic,0.20,12,7.41,Yes
557,Mixed,21.5%,astar_dynamic,0.10,16,13.00,Yes
557,Mixed,21.5%,ml_dynamic,0.20,18,16.41,Yes
558,Mixed,22.0%,astar_dynamic,0.30,38,26.31,Yes
558,Mixed,22.0%,ml_dynamic,0.30,11,13.31,Yes
559,Mixed,14.5%,astar_dynamic,0.20,9,9.24,Yes
559,Mixed,14.5%,ml_dynamic,0.20,19,13.90,Yes
560,Mixed,22.5%,astar_dynamic,0.10,36,22.49,Yes
560,Mixed,22.5%,ml_dynamic,0.10,10,9.00,Yes
561,Mixed,13.8%,astar_dynamic,0.30,32,16.49,Yes
561,Mixed,13.8%,ml_dynamic,0.00,15,7.83,Yes
562,Mixed,27.8%,astar_dynamic,0.30,106,21.66,Yes
562,Mixed,27.8%,ml_dynamic,0.10,29,12.83,Yes
563,Mixed,23.8%,astar_dynamic,0.20,19,22.14,Yes
