Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
261,Maze,42.8%,ml,0.10,91,32.00,Yes
262,Maze,43.5%,astar,1.00,116,36.00,Yes
262,Maze,43.5%,ml,0.30,77,36.00,Yes
263,Maze,42.5%,astar,0.30,91,28.00,Yes
263,Maze,42.5%,ml,0.20,60,21.41,Yes
264,Maze,43.5%,astar,0.30,44,26.00,Yes
264,Maze,43.5%,ml,0.20,62,30.83,Yes
265,Maze,42.8%,astar,0.20,17,15.00,Yes
265,Maze,42.8%,ml,0.30,148,52.00,Yes
266,Maze,43.3%,astar,0.20,35,18.00,Yes
266,Maze,43.3%,ml,0.30,110,36.41,Yes
267,Maze,44.0%,astar,0.20,69,22.83,Yes
267,Maze,44.0%,ml,0.10,45,25.83,Yes
268,Maze,42.8%,astar,0.20,44,21.00,Yes
268,Maze,42.8%,ml,0.20,42,16.41,Yes
269,Maze,42.5%,astar,0.20,65,35.41,Yes
269,Maze,42.5%,ml,0.30,65,28.41,Yes
270,Maze,44.5%,astar,0.40,143,42.41,Yes
270,Maze,44.5%,ml,0.10,18,13.00,Yes
271,Maze,45.0%,astar,0.20,17,11.00,Yes
271,Maze,45.0%,ml,0.20,56,28.41,Yes
272,Maze,45.5%,astar,0.20,37,15.00,Yes
272,Maze,45.5%,ml,0.30,169,45.41,Yes
273,Maze,44.0%,astar,0.30,143,43.41,Yes
273,Maze,44.0%,ml,0.20,32,17.00,Yes
274,Maze,42.8%,astar,0.50,172,35.41,Yes
274,Maze,42.8%,ml,0.40,31,21.41,Yes
275,Maze,44.8%,astar,0.30,63,33.41,Yes
275,Maze,44.8%,ml,0.30,126,60.41,Yes
276,Maze,42.5%,astar,1.60,179,51.00,Yes
276,Maze,42.5%,ml,0.30,82,30.00,Yes
277,Maze,43.5%,astar,0.30,67,25.00,Yes
277,Maze,43.5%,ml,0.30,142,52.41,Yes
278,Maze,42.3%,astar,0.30,92,38.41,Yes
278,Maze,42.3%,ml,0.10,41,20.41,Yes
279,Maze,44.3%,astar,0.20,56,21.00,Yes
279,Maze,44.3%,ml,0.20,63,29.41,Yes
280,Maze,44.0%,astar,0.30,68,25.41,Yes
280,Maze,44.0%,ml,0.30,78,26.41,Yes
281,Maze,44.5%,astar,0.30,123,38.00,Yes
281,Maze,44.5%,ml,0.20,172,44.83,Yes
282,Maze,43.8%,astar,0.10,38,14.00,Yes
282,Maze,43.8%,ml,0.30,149,40.00,Yes
283,Maze,43.0%,astar,0.30,50,21.00,Yes
283,Maze,43.0%,ml,0.20,92,42.00,Yes
284,Maze,43.8%,astar,0.60,66,23.00,Yes
284,Maze,43.8%,ml,0.30,58,26.00,Yes
285,Maze,42.0%,astar,0.30,30,21.00,Yes
285,Maze,42.0%,ml,0.10,20,14.00,Yes
286,Maze,43.5%,astar,0.30,28,15.00,Yes
286,Maze,43.5%,ml,0.20,146,30.83,Yes
287,Maze,42.8%,astar,0.20,40,15.41,Yes
287,Maze,42.8%,ml,0.30,43,19.83,Yes
288,Maze,42.5%,astar,0.30,29,14.00,Yes
288,Maze,42.5%,ml,0.30,144,47.41,Yes
289,Maze,43.3%,astar,0.20,124,53.24,Yes
289,Maze,43.3%,ml,0.10,26,14.00,Yes
290,Maze,43.5%,astar,0.20,110,33.41,Yes
290,Maze,43.5%,ml,0.10,19,14.41,Yes
291,Maze,44.3%,astar,0.20,72,32.00,Yes
291,Maze,44.3%,ml,0.20,132,50.41,Yes
292,Maze,42.3%,astar,0.20,46,19.83,Yes
292,Maze,42.3%,ml,0.30,164,47.83,Yes
293,Maze,43.8%,astar,0.10,39,23.00,Yes
293,Maze,43.8%,ml,0.20,97,34.41,Yes
294,Maze,42.0%,astar,0.20,21,17.41,Yes
294,Maze,42.0%,ml,0.30,149,47.00,Yes
295,Maze,43.3%,astar,0.30,172,48.83,Yes
295,Maze,43.3%,ml,0.40,173,50.00,Yes
296,Maze,42.5%,astar,0.40,38,18.00,Yes
296,Maze,42.5%,ml,0.10,41,19.41,Yes
297,Maze,43.0%,astar,0.10,41,22.00,Yes
297,Maze,43.0%,ml,0.10,39,18.41,Yes
298,Maze,44.0%,astar,0.20,64,24.00,Yes
298,Maze,44.0%,ml,0.20,29,16.00,Yes
299,Maze,43.8%,astar,0.40,102,36.00,Yes
299,Maze,43.8%,ml,0.20,68,27.00,Yes
300,Maze,41.8%,astar,0.30,133,52.24,Yes
300,Maze,41.8%,ml,0.10,63,37.24,Yes
301,Maze,43.5%,astar,0.10,52,23.00,Yes
301,Maze,43.5%,ml,0.20,90,25.00,Yes
302,Maze,43.8%,astar,0.10,29,21.00,Yes
302,Maze,43.8%,ml,0.20,52,22.00,Yes
303,Maze,43.8%,astar,0.20,73,26.41,Yes
303,Maze,43.8%,ml,0.10,55,21.83,Yes
304,Maze,44.5%,astar,0.10,12,10.00,Yes
304,Maze,44.5%,ml,0.20,38,23.00,Yes
305,Maze,43.3%,astar,0.30,107,42.41,Yes
305,Maze,43.3%,ml,0.30,197,47.00,Yes
306,Maze,42.5%,astar,0.30,169,50.00,Yes
306,Maze,42.5%,ml,0.10,33,19.41,Yes
307,Maze,43.3%,astar,0.20,76,30.00,Yes
307,Maze,43.3%,ml,0.30,208,48.41,Yes
308,Maze,42.0%,astar,0.20,172,58.41,Yes
308,Maze,42.0%,ml,0.50,171,55.83,Yes
309,Maze,43.5%,astar,0.20,14,12.83,Yes
309,Maze,43.5%,ml,0.20,16,13.41,Yes
310,Maze,43.5%,astar,0.20,146,39.41,Yes
310,Maze,43.5%,ml,0.20,52,28.41,Yes
311,Maze,43.3%,astar,0.30,52,25.00,Yes
311,Maze,43.3%,ml,0.20,143,33.00,Yes
312,Maze,43.8%,astar,0.20,87,29.41,Yes
312,Maze,43.8%,ml,0.10,38,17.00,Yes
313,Maze,45.5%,astar,0.20,44,18.00,Yes
313,Maze,45.5%,ml,0.10,71,25.00,Yes
314,Maze,43.8%,astar,0.30,224,74.00,Yes
314,Maze,43.8%,ml,0.20,159,58.41,Yes
315,Maze,43.3%,astar,0.30,63,26.00,Yes
315,Maze,43.3%,ml,0.10,54,26.83,Yes
316,Maze,41.3%,astar,0.20,16,13.41,Yes
316,Maze,41.3%,ml,0.20,39,16.00,Yes
317,Maze,41.8%,astar,0.20,28,15.83,Yes
317,Maze,41.8%,ml,0.10,21,19.41,Yes
318,Maze,41.5%,astar,0.20,36,26.00,Yes
318,Maze,41.5%,ml,0.30,45,21.83,Yes
319,Maze,42.5%,astar,0.20,43,23.24,Yes
319,Maze,42.5%,ml,0.30,51,37.41,Yes
320,Maze,42.5%,astar,0.30,48,27.00,Yes
320,Maze,42.5%,ml,0.30,96,37.41,Yes
321,Maze,42.8%,astar,0.20,12,10.00,Yes
321,Maze,42.8%,ml,0.30,49,27.00,Yes
322,Maze,45.0%,astar,0.60,56,29.41,Yes
322,Maze,45.0%,ml,0.30,143,42.83,Yes
323,Maze,44.3%,astar,0.30,90,26.00,Yes
323,Maze,44.3%,ml,0.30,64,22.00,Yes
324,Maze,44.3%,astar,0.10,64,54.83,Yes
324,Maze,44.3%,ml,0.20,33,15.41,Yes
325,Maze,43.5%,astar,0.40,181,43.66,Yes
325,Maze,43.5%,ml,0.30,36,16.83,Yes
326,Maze,44.5%,astar,0.20,32,16.83,Yes
326,Maze,44.5%,ml,0.30,87,37.00,Yes
327,Maze,44.3%,astar,0.30,182,66.00,Yes
327,Maze,44.3%,ml,0.30,163,45.00,Yes
328,Maze,45.0%,astar,0.20,139,46.00,Yes
328,Maze,45.0%,ml,0.20,102,46.41,Yes
329,Maze,46.0%,astar,0.20,44,25.83,Yes
329,Maze,46.0%,ml,0.20,117,42.83,Yes
330,Maze,44.3%,astar,0.50,196,57.41,Yes
330,Maze,44.3%,ml,0.20,17,12.41,Yes
331,Maze,42.0%,astar,0.50,222,63.83,Yes
331,Maze,42.0%,ml,0.30,168,47.24,Yes
332,Maze,43.0%,astar,0.00,15,12.41,Yes
332,Maze,43.0%,ml,0.20,42,19.41,Yes
333,Maze,43.8%,astar,0.30,51,20.00,Yes
333,Maze,43.8%,ml,0.10,20,12.00,Yes
334,Maze,43.0%,astar,0.20,62,31.00,Yes
334,Maze,43.0%,ml,0.10,26,17.00,Yes
335,Maze,44.0%,astar,0.30,129,42.00,Yes
335,Maze,44.0%,ml,0.30,114,46.00,Yes
336,Maze,43.0%,astar,0.50,177,48.83,Yes
336,Maze,43.0%,ml,0.10,77,30.00,Yes
337,Maze,44.0%,astar,0.20,14,9.00,Yes
337,Maze,44.0%,ml,0.20,35,19.00,Yes
338,Maze,42.8%,astar,0.40,41,15.41,Yes
338,Maze,42.8%,ml,0.50,153,38.00,Yes
339,Maze,42.3%,astar,0.20,40,15.00,Yes
339,Maze,42.3%,ml,0.20,68,32.83,Yes
340,Maze,43.5%,astar,0.60,177,37.00,Yes
340,Maze,43.5%,ml,0.30,111,42.00,Yes
341,Maze,43.5%,astar,0.40,143,41.41,Yes
341,Maze,43.5%,ml,0.20,59,17.41,Yes
342,Maze,44.3%,astar,0.40,167,61.00,Yes
342,Maze,44.3%,ml,0.10,66,26.00,Yes
343,Maze,44.0%,astar,0.30,59,29.41,Yes
343,Maze,44.0%,ml,0.20,41,23.00,Yes
344,Maze,41.5%,astar,0.30,55,23.00,Yes
344,Maze,41.5%,ml,0.10,47,18.00,Yes
345,Maze,41.3%,astar,0.20,35,26.00,Yes
345,Maze,41.3%,ml,0.40,137,35.41,Yes
346,Maze,44.0%,astar,0.30,18,10.00,Yes
346,Maze,44.0%,ml,0.10,17,16.00,Yes
347,Maze,42.0%,astar,0.20,45,21.41,Yes
347,Maze,42.0%,ml,0.20,50,28.24,Yes
348,Maze,45.3%,astar,0.10,24,16.00,Yes
348,Maze,45.3%,ml,0.20,98,32.00,Yes
349,Maze,43.8%,astar,0.10,25,15.00,Yes
349,Maze,43.8%,ml,0.30,55,21.00,Yes
350,Maze,43.0%,astar,0.20,115,24.41,Yes
350,Maze,43.0%,ml,0.20,51,32.00,Yes
351,Maze,45.0%,astar,0.40,99,35.41,Yes
351,Maze,45.0%,ml,0.20,126,39.41,Yes
352,Maze,42.5%,astar,0.20,38,20.00,Yes
352,Maze,42.5%,ml,0.10,115,34.41,Yes
353,Maze,43.8%,astar,0.80,29,12.00,Yes
353,Maze,43.8%,ml,0.40,131,39.00,Yes
354,Maze,43.0%,astar,0.40,77,36.41,Yes
354,Maze,43.0%,ml,0.10,26,20.83,Yes
355,Maze,43.8%,astar,0.10,26,13.00,Yes
355,Maze,43.8%,ml,0.20,54,24.00,Yes
356,Maze,44.5%,astar,0.20,201,69.83,Yes
356,Maze,44.5%,ml,0.30,51,29.00,Yes
357,Maze,43.3%,astar,0.10,50,26.41,Yes
357,Maze,43.3%,ml,0.20,57,25.41,Yes
358,Maze,41.5%,astar,0.20,25,14.41,Yes
358,Maze,41.5%,ml,0.30,111,25.83,Yes
359,Maze,42.0%,astar,0.20,35,15.00,Yes
359,Maze,42.0%,ml,0.10,53,27.00,Yes
360,Maze,43.8%,astar,0.20,45,22.41,Yes
360,Maze,43.8%,ml,0.20,22,16.41,Yes
361,Clustered,11.3%,astar,0.30,10,11.07,Yes
361,Clustered,11.3%,ml,0.10,7,0,No
362,Clustered,11.3%,astar,0.20,9,9.24,Yes
362,Clustered,11.3%,ml,0.20,29,0,No
363,Clustered,14.5%,astar,0.20,7,7.66,Yes
363,Clustered,14.5%,ml,0.40,10,9.00,Yes
364,Clustered,12.0%,astar,0.30,11,10.41,Yes
364,Clustered,12.0%,ml,0.20,15,13.41,Yes
365,Clustered,23.3%,astar,0.20,34,20.24,Yes
365,Clustered,23.3%,ml,0.10,15,14.00,Yes
366,Clustered,11.8%,astar,0.30,36,18.66,Yes
366,Clustered,11.8%,ml,0.10,8,8.24,Yes
367,Clustered,20.8%,astar,0.10,1,0,No
367,Clustered,20.8%,ml,0.10,35,15.07,Yes
368,Clustered,23.3%,astar,0.10,53,23.66,Yes
368,Clustered,23.3%,ml,0.10,1,0,No
369,Clustered,12.3%,astar,0.30,19,18.31,Yes
369,Clustered,12.3%,ml,0.30,37,18.83,Yes
370,Clustered,21.3%,astar,0.30,11,10.41,Yes
370,Clustered,21.3%,ml,0.10,10,12.31,Yes
371,Clustered,25.3%,astar,0.30,60,14.49,Yes
371,Clustered,25.3%,ml,0.60,238,0,No
372,Clustered,15.8%,astar,0.30,13,12.83,Yes
372,Clustered,15.8%,ml,0.20,9,10.07,Yes
373,Clustered,14.5%,astar,0.10,11,10.41,Yes
373,Clustered,14.5%,ml,0.20,24,14.24,Yes
374,Clustered,23.5%,astar,0.20,33,24.31,Yes
374,Clustered,23.5%,ml,0.20,48,20.31,Yes
375,Clustered,12.3%,astar,0.20,10,9.83,Yes
375,Clustered,12.3%,ml,0.20,10,9.41,Yes
376,Clustered,9.5%,astar,0.20,11,12.49,Yes
376,Clustered,9.5%,ml,0.20,6,7.07,Yes
377,Clustered,9.8%,astar,0.10,10,9.00,Yes
377,Clustered,9.8%,ml,0.10,12,12.24,Yes
378,Clustered,24.0%,astar,0.60,291,0,No
378,Clustered,24.0%,ml,0.30,21,13.83,Yes
379,Clustered,22.3%,astar,0.30,25,19.31,Yes
379,Clustered,22.3%,ml,0.20,17,14.83,Yes
380,Clustered,5.5%,astar,0.20,9,8.83,Yes
380,Clustered,5.5%,ml,0.10,12,11.83,Yes
381,Clustered,17.8%,astar,0.20,11,12.49,Yes
381,Clustered,17.8%,ml,0.00,15,13.83,Yes
382,Clustered,17.5%,astar,0.20,14,13.00,Yes
382,Clustered,17.5%,ml,0.20,46,14.66,Yes
383,Clustered,18.5%,astar,0.30,30,14.24,Yes
383,Clustered,18.5%,ml,0.20,10,10.66,Yes
384,Clustered,13.8%,astar,0.20,15,15.66,Yes
384,Clustered,13.8%,ml,0.30,18,17.00,Yes
385,Clustered,14.8%,astar,0.40,56,16.66,Yes
385,Clustered,14.8%,ml,0.20,15,14.41,Yes
386,Clustered,15.8%,astar,0.30,32,27.97,Yes
386,Clustered,15.8%,ml,0.00,13,10.83,Yes
387,Clustered,14.5%,astar,0.30,8,9.90,Yes
387,Clustered,14.5%,ml,0.20,40,14.66,Yes
388,Clustered,11.8%,astar,0.30,16,17.49,Yes
388,Clustered,11.8%,ml,0.10,16,14.41,Yes
389,Clustered,14.2%,astar,0.10,15,15.49,Yes
389,Clustered,14.2%,ml,0.20,12,12.66,Yes
390,Clustered,7.0%,astar,0.30,58,20.90,Yes
390,Clustered,7.0%,ml,0.20,14,13.41,Yes
391,Clustered,8.8%,astar,0.10,6,7.07,Yes
391,Clustered,8.8%,ml,0.30,11,13.31,Yes
392,Clustered,13.3%,astar,0.30,11,12.49,Yes
392,Clustered,13.3%,ml,0.20,13,12.49,Yes
393,Clustered,14.2%,astar,0.20,13,12.83,Yes
393,Clustered,14.2%,ml,0.10,15,11.66,Yes
394,Clustered,10.8%,astar,0.30,22,19.07,Yes
394,Clustered,10.8%,ml,0.30,71,25.24,Yes
395,Clustered,11.0%,astar,0.30,15,16.07,Yes
395,Clustered,11.0%,ml,0.20,9,8.83,Yes
396,Clustered,17.3%,astar,0.20,26,21.41,Yes
396,Clustered,17.3%,ml,0.30,50,16.31,Yes
397,Clustered,15.0%,astar,0.10,17,13.83,Yes
397,Clustered,15.0%,ml,0.60,201,26.66,Yes
398,Clustered,18.5%,astar,0.20,22,17.07,Yes
398,Clustered,18.5%,ml,0.10,10,9.83,Yes
399,Clustered,13.3%,astar,0.30,9,8.24,Yes
399,Clustered,13.3%,ml,0.30,17,17.66,Yes
400,Clustered,15.3%,astar,0.20,35,16.66,Yes
400,Clustered,15.3%,ml,0.20,9,10.07,Yes
401,Clustered,19.8%,astar,0.30,8,8.24,Yes
401,Clustered,19.8%,ml,0.30,11,12.49,Yes
402,Clustered,14.0%,astar,0.30,48,17.24,Yes
402,Clustered,14.0%,ml,0.20,12,8.66,Yes
403,Clustered,9.8%,astar,0.20,15,14.83,Yes
403,Clustered,9.8%,ml,0.20,8,7.41,Yes
404,Clustered,15.0%,astar,0.40,34,15.41,Yes
404,Clustered,15.0%,ml,0.20,50,17.41,Yes
405,Clustered,13.3%,astar,0.40,8,8.24,Yes
405,Clustered,13.3%,ml,0.30,12,13.90,Yes
406,Clustered,22.8%,astar,0.40,76,32.41,Yes
406,Clustered,22.8%,ml,0.30,39,24.66,Yes
407,Clustered,13.8%,astar,0.10,34,22.41,Yes
407,Clustered,13.8%,ml,0.20,9,8.00,Yes
408,Clustered,9.8%,astar,0.30,30,16.41,Yes
408,Clustered,9.8%,ml,0.00,14,15.49,Yes
409,Clustered,8.0%,astar,0.20,17,16.24,Yes
409,Clustered,8.0%,ml,0.20,12,11.07,Yes
410,Clustered,21.8%,astar,0.20,43,21.66,Yes
410,Clustered,21.8%,ml,0.00,31,13.66,Yes
411,Clustered,21.5%,astar,0.20,25,15.07,Yes
411,Clustered,21.5%,ml,0.30,11,10.83,Yes
412,Clustered,16.0%,astar,0.20,14,15.49,Yes
412,Clustered,16.0%,ml,0.20,56,18.07,Yes
413,Clustered,16.5%,astar,0.20,55,22.31,Yes
413,Clustered,16.5%,ml,0.10,12,13.90,Yes
414,Clustered,13.5%,astar,0.20,21,18.90,Yes
414,Clustered,13.5%,ml,0.10,14,15.07,Yes
415,Clustered,16.3%,astar,0.10,18,15.66,Yes
415,Clustered,16.3%,ml,0.20,74,18.83,Yes
416,Clustered,12.8%,astar,0.20,10,11.49,Yes
416,Clustered,12.8%,ml,0.30,30,22.66,Yes
417,Clustered,16.0%,astar,0.30,84,22.49,Yes
417,Clustered,16.0%,ml,1.20,329,0,No
418,Clustered,5.0%,astar,0.30,17,12.41,Yes
418,Clustered,5.0%,ml,0.50,111,21.49,Yes
419,Clustered,14.2%,astar,0.40,16,19.56,Yes
419,Clustered,14.2%,ml,0.10,24,16.66,Yes
420,Clustered,10.3%,astar,0.10,12,13.90,Yes
420,Clustered,10.3%,ml,0.10,10,12.31,Yes
421,Clustered,23.3%,astar,0.20,32,12.07,Yes
421,Clustered,23.3%,ml,0.20,11,12.90,Yes
422,Clustered,12.8%,astar,0.20,5,0,No
422,Clustered,12.8%,ml,0.30,27,19.07,Yes
423,Clustered,23.0%,astar,0.10,9,10.07,Yes
423,Clustered,23.0%,ml,0.30,46,23.90,Yes
424,Clustered,22.0%,astar,0.20,42,15.83,Yes
424,Clustered,22.0%,ml,0.30,71,23.66,Yes
425,Clustered,27.8%,astar,0.20,17,18.49,Yes
425,Clustered,27.8%,ml,0.20,12,13.07,Yes
426,Clustered,26.0%,astar,0.20,10,11.49,Yes
426,Clustered,26.0%,ml,0.20,9,9.24,Yes
427,Clustered,25.5%,astar,0.20,7,7.66,Yes
427,Clustered,25.5%,ml,0.10,13,15.31,Yes
428,Clustered,36.3%,astar,0.20,18,17.90,Yes
428,Clustered,36.3%,ml,0.30,52,22.49,Yes
429,Clustered,7.0%,astar,0.30,15,14.00,Yes
429,Clustered,7.0%,ml,0.30,12,14.31,Yes
430,Clustered,14.5%,astar,0.20,19,16.66,Yes
430,Clustered,14.5%,ml,0.10,13,14.90,Yes
431,Clustered,18.5%,astar,0.20,6,7.07,Yes
431,Clustered,18.5%,ml,0.20,44,22.07,Yes
432,Clustered,23.3%,astar,0.30,72,17.49,Yes
432,Clustered,23.3%,ml,0.20,11,12.07,Yes
433,Clustered,30.5%,astar,0.20,8,7.83,Yes
433,Clustered,30.5%,ml,0.20,11,10.83,Yes
434,Clustered,23.3%,astar,0.20,2,0,No
434,Clustered,23.3%,ml,0.20,14,13.00,Yes
435,Clustered,12.3%,astar,0.20,8,9.90,Yes
435,Clustered,12.3%,ml,0.40,13,13.24,Yes
436,Clustered,18.3%,astar,0.10,13,14.90,Yes
436,Clustered,18.3%,ml,0.10,19,17.66,Yes
437,Clustered,20.3%,astar,0.40,96,0,No
437,Clustered,20.3%,ml,0.30,96,0,No
438,Clustered,19.8%,astar,0.10,10,9.83,Yes
438,Clustered,19.8%,ml,0.20,14,12.41,Yes
439,Clustered,11.5%,astar,0.10,9,9.24,Yes
439,Clustered,11.5%,ml,0.20,13,14.90,Yes
440,Clustered,28.7%,astar,1.00,154,33.31,Yes
440,Clustered,28.7%,ml,0.40,58,20.90,Yes
441,Clustered,16.3%,astar,1.00,317,0,No
441,Clustered,16.3%,ml,0.30,17,17.24,Yes
442,Clustered,18.5%,astar,0.10,12,11.83,Yes
442,Clustered,18.5%,ml,0.40,83,17.41,Yes
443,Clustered,26.5%,astar,0.50,222,0,No
443,Clustered,26.5%,ml,0.20,13,12.00,Yes
444,Clustered,9.0%,astar,0.30,21,10.66,Yes
444,Clustered,9.0%,ml,0.20,7,8.07,Yes
445,Clustered,18.8%,astar,0.30,11,10.41,Yes
445,Clustered,18.8%,ml,0.20,16,16.31,Yes
446,Clustered,31.3%,astar,0.30,13,15.31,Yes
446,Clustered,31.3%,ml,0.20,8,8.24,Yes
447,Clustered,32.5%,astar,0.20,18,15.00,Yes
447,Clustered,32.5%,ml,0.20,30,26.66,Yes
448,Clustered,26.0%,astar,4.20,264,0,No
448,Clustered,26.0%,ml,0.20,15,16.07,Yes
449,Clustered,11.8%,astar,0.10,7,8.07,Yes
449,Clustered,11.8%,ml,0.20,36,17.24,Yes
450,Clustered,30.3%,astar,0.20,11,12.90,Yes
450,Clustered,30.3%,ml,0.10,13,14.90,Yes
451,Clustered,20.8%,astar,0.60,13,12.41,Yes
451,Clustered,20.8%,ml,0.70,307,0,No
452,Clustered,27.5%,astar,0.30,8,9.49,Yes
452,Clustered,27.5%,ml,0.60,262,0,No
453,Clustered,24.0%,astar,0.20,2,0,No
453,Clustered,24.0%,ml,0.10,16,11.83,Yes
454,Clustered,21.0%,astar,0.20,61,15.41,Yes
454,Clustered,21.0%,ml,0.90,304,0,No
455,Clustered,18.3%,astar,0.20,1,0,No
455,Clustered,18.3%,ml,0.10,49,19.24,Yes
456,Clustered,26.8%,astar,0.30,139,22.49,Yes
456,Clustered,26.8%,ml,0.10,19,19.24,Yes
457,Clustered,10.5%,astar,0.10,15,14.83,Yes
457,Clustered,10.5%,ml,0.10,12,14.73,Yes
458,Clustered,16.3%,astar,0.10,92,23.73,Yes
458,Clustered,16.3%,ml,0.00,24,20.24,Yes
459,Clustered,12.8%,astar,0.10,15,16.49,Yes
459,Clustered,12.8%,ml,0.10,9,9.66,Yes
460,Clustered,30.3%,astar,0.30,47,20.24,Yes
460,Clustered,30.3%,ml,0.10,57,19.90,Yes
461,Clustered,27.3%,astar,0.20,10,11.49,Yes
461,Clustered,27.3%,ml,0.20,8,8.24,Yes
462,Clustered,17.5%,astar,0.10,6,7.07,Yes
462,Clustered,17.5%,ml,0.20,7,7.66,Yes
463,Clustered,25.8%,astar,0.10,4,0,No
463,Clustered,25.8%,ml,0.40,210,0,No
464,Clustered,15.5%,astar,0.20,12,7.83,Yes
464,Clustered,15.5%,ml,0.50,316,0,No
465,Clustered,17.8%,astar,0.20,20,12.00,Yes
465,Clustered,17.8%,ml,0.20,57,29.07,Yes
466,Clustered,18.0%,astar,0.20,6,7.07,Yes
466,Clustered,18.0%,ml,0.10,9,10.07,Yes
467,Clustered,29.0%,astar,0.30,217,0,No
467,Clustered,29.0%,ml,0.40,217,0,No
468,Clustered,14.2%,astar,0.20,14,13.41,Yes
468,Clustered,14.2%,ml,0.20,12,14.73,Yes
469,Clustered,19.5%,astar,0.20,30,19.66,Yes
469,Clustered,19.5%,ml,0.10,19,19.90,Yes
470,Clustered,25.5%,astar,0.20,30,14.24,Yes
470,Clustered,25.5%,ml,0.20,14,10.24,Yes
471,Clustered,14.8%,astar,0.20,18,10.00,Yes
471,Clustered,14.8%,ml,0.20,18,18.66,Yes
472,Clustered,23.3%,astar,0.20,24,18.24,Yes
472,Clustered,23.3%,ml,0.40,293,0,No
473,Clustered,26.3%,astar,0.20,12,12.90,Yes
473,Clustered,26.3%,ml,0.10,16,16.90,Yes
474,Clustered,42.3%,astar,0.30,101,0,No
474,Clustered,42.3%,ml,0.20,41,0,No
475,Clustered,16.0%,astar,0.20,15,14.83,Yes
475,Clustered,16.0%,ml,0.20,16,19.97,Yes
476,Clustered,18.0%,astar,0.20,10,11.07,Yes
476,Clustered,18.0%,ml,0.10,8,7.41,Yes
477,Clustered,32.0%,astar,0.40,103,0,No
477,Clustered,32.0%,ml,0.30,13,0,No
478,Clustered,17.8%,astar,0.40,13,14.49,Yes
478,Clustered,17.8%,ml,0.30,13,10.24,Yes
479,Clustered,28.0%,astar,0.30,81,0,No
479,Clustered,28.0%,ml,0.20,8,0,No
480,Clustered,14.0%,astar,0.20,9,8.83,Yes
480,Clustered,14.0%,ml,0.10,22,23.73,Yes
481,Clustered,35.8%,astar,0.10,14,0,No
481,Clustered,35.8%,ml,0.20,119,0,No
482,Clustered,28.2%,astar,0.20,8,0,No
482,Clustered,28.2%,ml,0.20,41,16.24,Yes
483,Clustered,45.8%,astar,0.30,50,20.24,Yes
483,Clustered,45.8%,ml,0.40,89,32.24,Yes
484,Clustered,48.5%,astar,0.30,149,0,No
484,Clustered,48.5%,ml,0.20,14,0,No
485,Clustered,35.8%,astar,0.40,15,13.66,Yes
485,Clustered,35.8%,ml,0.10,8,7.41,Yes
486,Clustered,34.5%,astar,0.10,24,18.24,Yes
486,Clustered,34.5%,ml,0.50,210,0,No
487,Clustered,40.8%,astar,0.20,45,13.24,Yes
487,Clustered,40.8%,ml,0.10,12,12.24,Yes
488,Clustered,44.0%,astar,0.30,14,11.66,Yes
488,Clustered,44.0%,ml,0.10,15,13.24,Yes
489,Clustered,29.3%,astar,0.20,52,20.24,Yes
489,Clustered,29.3%,ml,0.20,8,7.00,Yes
490,Clustered,37.0%,astar,0.40,184,0,No
490,Clustered,37.0%,ml,0.30,55,23.97,Yes
491,Clustered,28.0%,astar,0.20,8,7.00,Yes
491,Clustered,28.0%,ml,0.10,21,15.24,Yes
492,Clustered,44.3%,astar,0.20,62,0,No
492,Clustered,44.3%,ml,0.20,1,0,No
493,Clustered,31.0%,astar,0.40,25,14.00,Yes
493,Clustered,31.0%,ml,0.20,25,10.00,Yes
494,Clustered,35.0%,astar,0.30,19,14.41,Yes
494,Clustered,35.0%,ml,0.10,11,10.24,Yes
495,Clustered,32.8%,astar,0.30,11,0,No
495,Clustered,32.8%,ml,0.20,44,14.00,Yes
496,Clustered,32.5%,astar,0.10,19,17.66,Yes
496,Clustered,32.5%,ml,0.40,235,0,No
497,Clustered,32.0%,astar,0.20,31,12.83,Yes
497,Clustered,32.0%,ml,0.20,33,14.41,Yes
498,Clustered,44.8%,astar,0.20,8,7.41,Yes
498,Clustered,44.8%,ml,0.20,16,13.41,Yes
499,Clustered,43.3%,astar,0.10,41,21.66,Yes
499,Clustered,43.3%,ml,0.10,3,0,No
500,Clustered,46.5%,astar,0.20,5,0,No
500,Clustered,46.5%,ml,0.10,28,0,No
501,Clustered,35.8%,astar,0.20,71,31.07,Yes
501,Clustered,35.8%,ml,0.20,59,17.24,Yes
502,Clustered,28.2%,astar,0.30,20,12.83,Yes
502,Clustered,28.2%,ml,0.20,19,11.83,Yes
503,Clustered,36.5%,astar,0.30,27,24.07,Yes
503,Clustered,36.5%,ml,0.40,74,30.49,Yes
504,Clustered,27.0%,astar,0.40,82,27.73,Yes
504,Clustered,27.0%,ml,0.30,14,9.66,Yes
505,Clustered,32.8%,astar,0.30,41,18.49,Yes
505,Clustered,32.8%,ml,0.20,9,9.66,Yes
506,Clustered,35.5%,astar,0.10,13,8.41,Yes
506,Clustered,35.5%,ml,0.20,27,12.66,Yes
507,Clustered,41.0%,astar,0.50,12,12.07,Yes
507,Clustered,41.0%,ml,0.20,30,12.83,Yes
508,Clustered,42.0%,astar,0.30,205,0,No
