Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
466,Clustered,28.0%,ml_dynamic,0.20,21,18.83,Yes
467,Clustered,19.0%,ml,0.20,30,15.07,Yes
467,Clustered,19.0%,ml_dynamic,0.10,14,13.83,Yes
468,Clustered,21.5%,ml,0.30,39,17.83,Yes
468,Clustered,21.5%,ml_dynamic,0.20,23,16.66,Yes
469,Clustered,23.3%,ml,0.20,19,17.49,Yes
469,Clustered,23.3%,ml_dynamic,0.10,12,11.24,Yes
470,Clustered,22.8%,ml,0.40,44,20.49,Yes
470,Clustered,22.8%,ml_dynamic,0.20,17,18.31,Yes
471,Clustered,19.0%,ml,0.20,23,10.41,Yes
471,Clustered,19.0%,ml_dynamic,0.30,15,15.49,Yes
472,Clustered,18.3%,ml,0.20,8,7.41,Yes
472,Clustered,18.3%,ml_dynamic,0.20,11,13.73,Yes
473,Clustered,11.8%,ml,0.30,14,12.66,Yes
473,Clustered,11.8%,ml_dynamic,0.10,29,20.90,Yes
474,Clustered,14.0%,ml,0.30,19,17.24,Yes
474,Clustered,14.0%,ml_dynamic,0.10,22,13.00,Yes
475,Clustered,23.3%,ml,0.30,91,25.14,Yes
475,Clustered,23.3%,ml_dynamic,0.20,11,12.49,Yes
476,Clustered,14.2%,ml,0.20,20,21.31,Yes
476,Clustered,14.2%,ml_dynamic,0.20,20,16.49,Yes
477,Clustered,32.5%,ml,0.70,166,0,No
477,Clustered,32.5%,ml_dynamic,0.20,79,0,No
478,Clustered,30.5%,ml,0.80,259,0,No
478,Clustered,30.5%,ml_dynamic,0.10,9,8.41,Yes
479,Clustered,24.0%,ml,0.40,46,23.83,Yes
479,Clustered,24.0%,ml_dynamic,0.20,10,10.24,Yes
480,Clustered,25.8%,ml,0.20,12,11.41,Yes
480,Clustered,25.8%,ml_dynamic,0.60,262,0,No
481,Clustered,41.8%,ml,0.20,80,35.31,Yes
481,Clustered,41.8%,ml_dynamic,0.10,18,12.83,Yes
482,Clustered,30.0%,ml,0.20,17,11.41,Yes
482,Clustered,30.0%,ml_dynamic,0.80,267,0,No
483,Clustered,48.5%,ml,0.80,7,0,No
483,Clustered,48.5%,ml_dynamic,0.40,58,0,No
484,Clustered,40.5%,ml,0.30,26,17.83,Yes
484,Clustered,40.5%,ml_dynamic,0.40,46,21.66,Yes
485,Clustered,33.0%,ml,1.00,120,40.56,Yes
485,Clustered,33.0%,ml_dynamic,0.20,22,14.07,Yes
486,Clustered,38.0%,ml,0.30,68,20.66,Yes
486,Clustered,38.0%,ml_dynamic,0.00,15,8.41,Yes
487,Clustered,38.8%,ml,0.20,23,11.83,Yes
487,Clustered,38.8%,ml_dynamic,1.00,176,0,No
488,Clustered,34.5%,ml,0.20,17,14.83,Yes
488,Clustered,34.5%,ml_dynamic,0.30,79,29.49,Yes
489,Clustered,34.3%,ml,0.20,43,21.49,Yes
489,Clustered,34.3%,ml_dynamic,0.10,34,13.24,Yes
490,Clustered,36.0%,ml,0.20,30,17.24,Yes
490,Clustered,36.0%,ml_dynamic,0.00,4,0,No
491,Clustered,38.5%,ml,0.10,44,14.83,Yes
491,Clustered,38.5%,ml_dynamic,0.20,29,17.83,Yes
492,Clustered,45.8%,ml,0.30,93,0,No
492,Clustered,45.8%,ml_dynamic,0.20,11,0,No
493,Clustered,35.5%,ml,0.70,207,0,No
493,Clustered,35.5%,ml_dynamic,0.00,25,12.24,Yes
494,Clustered,28.7%,ml,0.30,27,19.07,Yes
494,Clustered,28.7%,ml_dynamic,0.10,37,13.41,Yes
495,Clustered,36.0%,ml,0.20,13,11.24,Yes
495,Clustered,36.0%,ml_dynamic,0.10,18,12.24,Yes
496,Clustered,44.3%,ml,0.20,8,0,No
496,Clustered,44.3%,ml_dynamic,0.20,67,0,No
497,Clustered,32.5%,ml,0.10,14,14.66,Yes
497,Clustered,32.5%,ml_dynamic,0.40,217,0,No
498,Clustered,34.5%,ml,0.10,16,13.49,Yes
498,Clustered,34.5%,ml_dynamic,0.20,64,25.90,Yes
499,Clustered,33.8%,ml,0.20,13,13.24,Yes
499,Clustered,33.8%,ml_dynamic,0.10,8,7.41,Yes
500,Clustered,28.7%,ml,0.50,232,0,No
500,Clustered,28.7%,ml_dynamic,0.50,232,0,No
501,Clustered,44.5%,ml,0.20,73,28.66,Yes
501,Clustered,44.5%,ml_dynamic,0.20,67,28.83,Yes
502,Clustered,40.3%,ml,0.30,67,17.83,Yes
502,Clustered,40.3%,ml_dynamic,0.20,38,13.41,Yes
503,Clustered,43.3%,ml,1.00,164,0,No
503,Clustered,43.3%,ml_dynamic,0.60,113,27.66,Yes
504,Clustered,34.5%,ml,0.30,11,10.24,Yes
504,Clustered,34.5%,ml_dynamic,0.30,41,13.41,Yes
505,Clustered,41.5%,ml,0.30,1,0,No
505,Clustered,41.5%,ml_dynamic,0.10,16,0,No
506,Clustered,40.3%,ml,0.50,204,0,No
506,Clustered,40.3%,ml_dynamic,0.10,2,0,No
507,Clustered,50.5%,ml,0.80,19,0,No
507,Clustered,50.5%,ml_dynamic,0.00,1,0,No
508,Clustered,43.8%,ml,0.40,119,0,No
508,Clustered,43.8%,ml_dynamic,0.20,1,0,No
509,Clustered,36.8%,ml,0.50,223,0,No
509,Clustered,36.8%,ml_dynamic,0.10,3,0,No
510,Clustered,32.0%,ml,0.20,16,10.83,Yes
510,Clustered,32.0%,ml_dynamic,0.00,11,9.83,Yes
511,Clustered,32.0%,ml,0.40,17,14.07,Yes
511,Clustered,32.0%,ml_dynamic,0.10,12,8.83,Yes
512,Clustered,32.0%,ml,0.20,51,0,No
512,Clustered,32.0%,ml_dynamic,0.40,196,0,No
513,Clustered,41.3%,ml,0.30,1,0,No
513,Clustered,41.3%,ml_dynamic,0.10,52,0,No
514,Clustered,42.8%,ml,0.40,157,0,No
514,Clustered,42.8%,ml_dynamic,0.20,101,24.24,Yes
515,Clustered,30.0%,ml,0.10,2,0,No
515,Clustered,30.0%,ml_dynamic,0.10,12,12.07,Yes
516,Clustered,33.5%,ml,0.10,25,19.07,Yes
516,Clustered,33.5%,ml_dynamic,0.20,32,17.24,Yes
517,Clustered,38.0%,ml,0.10,6,0,No
517,Clustered,38.0%,ml_dynamic,0.20,14,11.41,Yes
518,Clustered,45.3%,ml,0.30,20,17.83,Yes
518,Clustered,45.3%,ml_dynamic,0.40,154,0,No
519,Clustered,30.5%,ml,0.20,13,10.83,Yes
519,Clustered,30.5%,ml_dynamic,0.10,8,8.66,Yes
520,Clustered,36.0%,ml,0.40,116,0,No
520,Clustered,36.0%,ml_dynamic,0.30,116,0,No
521,Clustered,27.8%,ml,0.20,52,24.90,Yes
521,Clustered,27.8%,ml_dynamic,0.00,9,7.83,Yes
522,Clustered,34.0%,ml,0.40,132,32.49,Yes
522,Clustered,34.0%,ml_dynamic,0.00,12,9.00,Yes
523,Clustered,38.3%,ml,0.40,20,13.24,Yes
523,Clustered,38.3%,ml_dynamic,0.40,169,0,No
524,Clustered,39.8%,ml,0.10,17,10.24,Yes
524,Clustered,39.8%,ml_dynamic,0.20,28,20.07,Yes
525,Clustered,39.8%,ml,0.20,36,0,No
525,Clustered,39.8%,ml_dynamic,0.10,30,0,No
526,Clustered,41.5%,ml,0.40,191,0,No
526,Clustered,41.5%,ml_dynamic,0.20,8,8.24,Yes
527,Clustered,43.3%,ml,0.20,38,18.07,Yes
527,Clustered,43.3%,ml_dynamic,0.20,50,18.07,Yes
528,Clustered,40.0%,ml,0.20,16,0,No
528,Clustered,40.0%,ml_dynamic,0.20,84,28.66,Yes
529,Clustered,44.8%,ml,0.20,19,15.83,Yes
529,Clustered,44.8%,ml_dynamic,1.30,193,0,No
530,Clustered,37.3%,ml,0.10,14,10.24,Yes
530,Clustered,37.3%,ml_dynamic,0.00,38,0,No
531,Clustered,26.8%,ml,0.40,24,16.07,Yes
531,Clustered,26.8%,ml_dynamic,0.20,28,20.83,Yes
532,Clustered,36.3%,ml,0.20,56,20.07,Yes
532,Clustered,36.3%,ml_dynamic,0.10,67,0,No
533,Clustered,40.0%,ml,0.40,55,0,No
533,Clustered,40.0%,ml_dynamic,0.10,55,0,No
534,Clustered,41.0%,ml,0.20,143,0,No
534,Clustered,41.0%,ml_dynamic,0.00,22,13.41,Yes
535,Clustered,44.8%,ml,0.20,31,25.07,Yes
535,Clustered,44.8%,ml_dynamic,0.20,44,17.66,Yes
536,Clustered,39.0%,ml,0.20,1,0,No
536,Clustered,39.0%,ml_dynamic,0.20,15,10.00,Yes
537,Clustered,41.0%,ml,0.20,16,12.83,Yes
537,Clustered,41.0%,ml_dynamic,0.30,206,0,No
538,Clustered,35.0%,ml,0.30,36,20.66,Yes
538,Clustered,35.0%,ml_dynamic,0.20,82,23.07,Yes
539,Clustered,35.8%,ml,0.20,20,16.24,Yes
539,Clustered,35.8%,ml_dynamic,0.00,23,16.66,Yes
540,Clustered,38.0%,ml,0.20,32,12.66,Yes
540,Clustered,38.0%,ml_dynamic,0.10,17,16.90,Yes
541,Mixed,19.3%,ml,0.10,34,16.83,Yes
541,Mixed,19.3%,ml_dynamic,0.10,26,13.83,Yes
542,Mixed,17.5%,ml,0.20,20,14.24,Yes
542,Mixed,17.5%,ml_dynamic,0.10,14,13.24,Yes
543,Mixed,20.5%,ml,0.20,16,12.83,Yes
543,Mixed,20.5%,ml_dynamic,0.10,10,9.41,Yes
544,Mixed,15.5%,ml,0.30,13,11.07,Yes
544,Mixed,15.5%,ml_dynamic,0.10,11,9.66,Yes
545,Mixed,19.0%,ml,0.10,27,13.83,Yes
545,Mixed,19.0%,ml_dynamic,0.10,47,14.83,Yes
546,Mixed,26.8%,ml,0.00,15,11.83,Yes
546,Mixed,26.8%,ml_dynamic,0.10,19,14.66,Yes
547,Mixed,20.3%,ml,0.20,9,7.83,Yes
547,Mixed,20.3%,ml_dynamic,0.10,17,18.49,Yes
548,Mixed,26.0%,ml,0.20,34,19.07,Yes
548,Mixed,26.0%,ml_dynamic,0.10,11,10.00,Yes
549,Mixed,14.5%,ml,0.10,9,9.24,Yes
549,Mixed,14.5%,ml_dynamic,0.10,19,16.49,Yes
550,Mixed,19.8%,ml,0.10,1,0,No
550,Mixed,19.8%,ml_dynamic,0.40,19,12.66,Yes
551,Mixed,21.5%,ml,0.20,30,17.66,Yes
551,Mixed,21.5%,ml_dynamic,0.10,16,13.24,Yes
552,Mixed,20.8%,ml,0.20,12,11.00,Yes
552,Mixed,20.8%,ml_dynamic,0.20,9,8.66,Yes
553,Mixed,20.0%,ml,0.20,25,14.24,Yes
553,Mixed,20.0%,ml_dynamic,0.30,31,20.90,Yes
554,Mixed,14.0%,ml,0.20,27,17.07,Yes
554,Mixed,14.0%,ml_dynamic,0.20,12,12.66,Yes
555,Mixed,19.0%,ml,0.20,17,18.31,Yes
555,Mixed,19.0%,ml_dynamic,0.10,16,11.83,Yes
556,Mixed,14.5%,ml,0.20,13,9.41,Yes
556,Mixed,14.5%,ml_dynamic,0.10,9,9.66,Yes
557,Mixed,25.3%,ml,0.20,14,10.24,Yes
557,Mixed,25.3%,ml_dynamic,0.10,52,16.83,Yes
558,Mixed,26.5%,ml,0.30,41,14.24,Yes
558,Mixed,26.5%,ml_dynamic,0.10,26,15.49,Yes
559,Mixed,21.0%,ml,0.10,18,13.83,Yes
559,Mixed,21.0%,ml_dynamic,0.20,22,16.24,Yes
560,Mixed,21.0%,ml,0.30,14,10.83,Yes
560,Mixed,21.0%,ml_dynamic,0.20,28,22.90,Yes
561,Mixed,23.8%,ml,0.10,10,10.66,Yes
561,Mixed,23.8%,ml_dynamic,0.20,24,9.07,Yes
562,Mixed,18.5%,ml,0.20,18,16.07,Yes
562,Mixed,18.5%,ml_dynamic,0.10,16,17.31,Yes
563,Mixed,20.3%,ml,0.20,20,10.24,Yes
563,Mixed,20.3%,ml_dynamic,0.10,16,13.41,Yes
564,Mixed,15.8%,ml,0.30,19,19.73,Yes
564,Mixed,15.8%,ml_dynamic,0.10,13,10.24,Yes
565,Mixed,14.2%,ml,0.10,10,8.24,Yes
565,Mixed,14.2%,ml_dynamic,0.10,10,9.83,Yes
566,Mixed,23.3%,ml,0.20,12,9.24,Yes
566,Mixed,23.3%,ml_dynamic,0.20,17,18.73,Yes
567,Mixed,21.8%,ml,0.90,304,0,No
567,Mixed,21.8%,ml_dynamic,0.10,11,10.41,Yes
568,Mixed,15.3%,ml,0.30,87,28.56,Yes
568,Mixed,15.3%,ml_dynamic,0.20,31,14.83,Yes
569,Mixed,19.5%,ml,0.30,45,21.66,Yes
569,Mixed,19.5%,ml_dynamic,0.10,17,8.41,Yes
570,Mixed,23.0%,ml,0.30,50,14.41,Yes
570,Mixed,23.0%,ml_dynamic,0.30,3,0,No
571,Mixed,22.3%,ml,0.40,22,12.24,Yes
571,Mixed,22.3%,ml_dynamic,0.10,33,15.41,Yes
572,Mixed,14.8%,ml,0.30,18,9.83,Yes
572,Mixed,14.8%,ml_dynamic,0.10,17,11.83,Yes
573,Mixed,23.0%,ml,0.40,28,16.83,Yes
573,Mixed,23.0%,ml_dynamic,0.30,15,17.14,Yes
574,Mixed,21.5%,ml,0.20,7,7.66,Yes
574,Mixed,21.5%,ml_dynamic,0.20,22,0,No
575,Mixed,23.3%,ml,0.20,20,12.24,Yes
575,Mixed,23.3%,ml_dynamic,0.20,13,13.66,Yes
576,Mixed,17.0%,ml,0.20,12,10.41,Yes
576,Mixed,17.0%,ml_dynamic,0.20,30,22.66,Yes
577,Mixed,18.0%,ml,0.40,25,17.24,Yes
577,Mixed,18.0%,ml_dynamic,0.10,16,10.83,Yes
578,Mixed,14.8%,ml,0.20,14,10.83,Yes
578,Mixed,14.8%,ml_dynamic,0.10,16,15.49,Yes
579,Mixed,13.0%,ml,0.10,9,8.00,Yes
579,Mixed,13.0%,ml_dynamic,0.10,21,14.24,Yes
580,Mixed,18.8%,ml,0.30,81,17.24,Yes
580,Mixed,18.8%,ml_dynamic,0.30,107,25.07,Yes
581,Mixed,20.0%,ml,0.20,26,16.66,Yes
581,Mixed,20.0%,ml_dynamic,0.10,13,9.41,Yes
582,Mixed,18.3%,ml,0.20,41,23.31,Yes
582,Mixed,18.3%,ml_dynamic,0.20,30,20.66,Yes
583,Mixed,11.8%,ml,0.20,12,11.83,Yes
583,Mixed,11.8%,ml_dynamic,0.20,20,19.14,Yes
584,Mixed,15.8%,ml,0.20,23,16.49,Yes
584,Mixed,15.8%,ml_dynamic,0.20,28,24.56,Yes
585,Mixed,24.8%,ml,0.10,32,12.83,Yes
585,Mixed,24.8%,ml_dynamic,0.20,13,7.41,Yes
586,Mixed,16.0%,ml,0.20,10,9.00,Yes
586,Mixed,16.0%,ml_dynamic,0.10,14,14.90,Yes
587,Mixed,23.0%,ml,0.20,22,19.49,Yes
587,Mixed,23.0%,ml_dynamic,0.30,42,16.41,Yes
588,Mixed,18.5%,ml,0.50,8,7.41,Yes
588,Mixed,18.5%,ml_dynamic,0.10,13,12.83,Yes
589,Mixed,24.5%,ml,0.10,15,13.41,Yes
589,Mixed,24.5%,ml_dynamic,0.10,19,14.83,Yes
590,Mixed,16.5%,ml,0.20,8,7.41,Yes
590,Mixed,16.5%,ml_dynamic,0.10,16,16.07,Yes
591,Mixed,20.3%,ml,0.10,7,0,No
591,Mixed,20.3%,ml_dynamic,0.00,8,7.41,Yes
592,Mixed,18.8%,ml,0.10,30,14.24,Yes
592,Mixed,18.8%,ml_dynamic,0.10,26,13.83,Yes
593,Mixed,14.0%,ml,0.20,9,8.66,Yes
593,Mixed,14.0%,ml_dynamic,0.20,18,12.24,Yes
594,Mixed,18.8%,ml,0.10,10,9.66,Yes
594,Mixed,18.8%,ml_dynamic,0.10,16,12.24,Yes
595,Mixed,14.2%,ml,0.20,15,13.49,Yes
595,Mixed,14.2%,ml_dynamic,0.20,13,8.41,Yes
596,Mixed,18.5%,ml,0.40,12,7.83,Yes
596,Mixed,18.5%,ml_dynamic,0.10,9,10.07,Yes
597,Mixed,22.3%,ml,0.10,21,24.56,Yes
597,Mixed,22.3%,ml_dynamic,0.20,9,8.41,Yes
598,Mixed,18.8%,ml,0.20,39,14.83,Yes
598,Mixed,18.8%,ml_dynamic,0.10,12,11.00,Yes
599,Mixed,13.3%,ml,0.20,18,17.73,Yes
599,Mixed,13.3%,ml_dynamic,0.10,10,10.49,Yes
600,Mixed,16.3%,ml,0.10,9,9.66,Yes
600,Mixed,16.3%,ml_dynamic,0.40,32,19.90,Yes
601,Mixed,28.7%,ml,0.30,22,11.83,Yes
601,Mixed,28.7%,ml_dynamic,0.10,10,10.24,Yes
602,Mixed,26.0%,ml,0.20,19,12.83,Yes
602,Mixed,26.0%,ml_dynamic,0.10,14,14.24,Yes
603,Mixed,24.3%,ml,0.30,14,9.66,Yes
603,Mixed,24.3%,ml_dynamic,0.30,15,11.24,Yes
604,Mixed,20.0%,ml,0.20,19,10.83,Yes
604,Mixed,20.0%,ml_dynamic,0.20,20,13.83,Yes
605,Mixed,23.5%,ml,0.60,69,25.83,Yes
605,Mixed,23.5%,ml_dynamic,0.20,38,14.24,Yes
606,Mixed,18.8%,ml,0.20,9,8.41,Yes
606,Mixed,18.8%,ml_dynamic,0.10,18,15.24,Yes
607,Mixed,35.5%,ml,0.90,227,0,No
607,Mixed,35.5%,ml_dynamic,0.10,11,0,No
608,Mixed,22.5%,ml,0.30,1,0,No
608,Mixed,22.5%,ml_dynamic,0.20,10,9.24,Yes
609,Mixed,24.5%,ml,0.30,24,12.83,Yes
609,Mixed,24.5%,ml_dynamic,0.20,24,20.83,Yes
610,Mixed,29.5%,ml,0.10,17,9.00,Yes
610,Mixed,29.5%,ml_dynamic,0.20,12,11.66,Yes
611,Mixed,30.3%,ml,0.10,24,14.41,Yes
611,Mixed,30.3%,ml_dynamic,0.20,32,10.83,Yes
612,Mixed,37.8%,ml,0.30,45,14.24,Yes
612,Mixed,37.8%,ml_dynamic,0.10,9,7.41,Yes
613,Mixed,32.8%,ml,0.20,11,10.41,Yes
613,Mixed,32.8%,ml_dynamic,0.20,24,14.83,Yes
614,Mixed,19.0%,ml,0.20,49,21.07,Yes
614,Mixed,19.0%,ml_dynamic,0.00,1,0,No
615,Mixed,29.5%,ml,0.20,37,16.07,Yes
615,Mixed,29.5%,ml_dynamic,0.00,15,10.83,Yes
616,Mixed,33.8%,ml,0.60,191,0,No
616,Mixed,33.8%,ml_dynamic,0.10,45,0,No
617,Mixed,16.5%,ml,0.20,29,13.83,Yes
617,Mixed,16.5%,ml_dynamic,0.10,11,11.07,Yes
618,Mixed,17.8%,ml,0.30,22,15.66,Yes
618,Mixed,17.8%,ml_dynamic,0.10,15,11.66,Yes
619,Mixed,31.3%,ml,0.20,11,12.49,Yes
619,Mixed,31.3%,ml_dynamic,0.20,28,10.66,Yes
620,Mixed,23.8%,ml,0.80,283,0,No
620,Mixed,23.8%,ml_dynamic,0.20,28,12.00,Yes
621,Mixed,27.8%,ml,0.90,271,0,No
621,Mixed,27.8%,ml_dynamic,0.00,14,13.24,Yes
622,Mixed,17.3%,ml,0.30,14,11.66,Yes
622,Mixed,17.3%,ml_dynamic,0.00,8,8.24,Yes
623,Mixed,21.8%,ml,0.10,11,9.41,Yes
623,Mixed,21.8%,ml_dynamic,0.10,13,12.66,Yes
624,Mixed,28.0%,ml,0.20,14,10.83,Yes
624,Mixed,28.0%,ml_dynamic,0.20,11,10.00,Yes
625,Mixed,23.8%,ml,0.20,12,7.83,Yes
625,Mixed,23.8%,ml_dynamic,0.20,8,8.66,Yes
626,Mixed,23.3%,ml,0.20,22,21.24,Yes
626,Mixed,23.3%,ml_dynamic,0.30,15,11.41,Yes
627,Mixed,29.3%,ml,0.30,46,18.66,Yes
627,Mixed,29.3%,ml_dynamic,0.20,50,23.49,Yes
628,Mixed,36.5%,ml,0.10,21,11.24,Yes
628,Mixed,36.5%,ml_dynamic,0.50,216,0,No
629,Mixed,19.8%,ml,0.30,18,15.24,Yes
629,Mixed,19.8%,ml_dynamic,0.00,36,20.83,Yes
630,Mixed,25.3%,ml,0.10,22,14.83,Yes
630,Mixed,25.3%,ml_dynamic,0.10,24,13.83,Yes
631,Mixed,24.3%,ml,0.20,55,16.49,Yes
631,Mixed,24.3%,ml_dynamic,0.20,24,10.00,Yes
632,Mixed,35.0%,ml,0.20,13,10.66,Yes
632,Mixed,35.0%,ml_dynamic,0.20,22,10.66,Yes
633,Mixed,33.3%,ml,0.20,14,12.66,Yes
633,Mixed,33.3%,ml_dynamic,0.50,222,0,No
634,Mixed,25.3%,ml,0.20,21,19.83,Yes
634,Mixed,25.3%,ml_dynamic,0.10,30,22.83,Yes
635,Mixed,24.5%,ml,0.20,16,15.41,Yes
635,Mixed,24.5%,ml_dynamic,0.10,21,14.24,Yes
636,Mixed,20.0%,ml,0.30,19,13.07,Yes
636,Mixed,20.0%,ml_dynamic,0.20,10,9.41,Yes
637,Mixed,33.0%,ml,0.10,18,10.83,Yes
637,Mixed,33.0%,ml_dynamic,0.10,40,13.83,Yes
638,Mixed,28.2%,ml,0.70,274,0,No
638,Mixed,28.2%,ml_dynamic,0.00,13,11.83,Yes
639,Mixed,27.0%,ml,0.20,11,7.83,Yes
639,Mixed,27.0%,ml_dynamic,0.10,8,8.24,Yes
640,Mixed,21.8%,ml,0.10,12,11.00,Yes
640,Mixed,21.8%,ml_dynamic,0.10,28,18.07,Yes
641,Mixed,31.3%,ml,0.10,17,10.83,Yes
641,Mixed,31.3%,ml_dynamic,0.20,66,30.90,Yes
642,Mixed,30.8%,ml,0.10,12,10.83,Yes
642,Mixed,30.8%,ml_dynamic,0.00,15,10.83,Yes
643,Mixed,23.0%,ml,0.20,58,29.49,Yes
643,Mixed,23.0%,ml_dynamic,0.20,19,14.66,Yes
644,Mixed,32.0%,ml,0.20,14,13.00,Yes
644,Mixed,32.0%,ml_dynamic,0.10,62,25.83,Yes
645,Mixed,20.5%,ml,0.20,10,11.49,Yes
645,Mixed,20.5%,ml_dynamic,0.30,27,17.41,Yes
646,Mixed,34.0%,ml,0.20,28,11.83,Yes
646,Mixed,34.0%,ml_dynamic,0.10,24,13.83,Yes
647,Mixed,28.2%,ml,0.20,20,17.66,Yes
647,Mixed,28.2%,ml_dynamic,0.10,13,10.41,Yes
648,Mixed,21.0%,ml,0.20,15,14.66,Yes
648,Mixed,21.0%,ml_dynamic,0.20,12,13.49,Yes
649,Mixed,24.0%,ml,0.30,38,25.07,Yes
649,Mixed,24.0%,ml_dynamic,0.10,26,21.07,Yes
650,Mixed,21.5%,ml,0.30,13,12.00,Yes
650,Mixed,21.5%,ml_dynamic,0.40,13,10.83,Yes
651,Mixed,27.3%,ml,0.20,15,15.24,Yes
651,Mixed,27.3%,ml_dynamic,0.10,8,7.41,Yes
652,Mixed,27.8%,ml,0.20,15,13.00,Yes
652,Mixed,27.8%,ml_dynamic,0.10,9,8.00,Yes
653,Mixed,24.0%,ml,0.20,27,25.66,Yes
653,Mixed,24.0%,ml_dynamic,0.10,8,7.41,Yes
654,Mixed,37.5%,ml,0.20,22,12.83,Yes
654,Mixed,37.5%,ml_dynamic,0.40,109,29.90,Yes
655,Mixed,29.3%,ml,0.30,50,15.49,Yes
655,Mixed,29.3%,ml_dynamic,0.20,8,7.83,Yes
656,Mixed,23.3%,ml,0.20,18,11.41,Yes
656,Mixed,23.3%,ml_dynamic,0.70,290,0,No
657,Mixed,35.5%,ml,0.40,227,0,No
657,Mixed,35.5%,ml_dynamic,0.10,29,13.66,Yes
658,Mixed,25.8%,ml,0.20,56,22.83,Yes
658,Mixed,25.8%,ml_dynamic,0.20,108,25.41,Yes
659,Mixed,23.0%,ml,0.00,19,11.24,Yes
659,Mixed,23.0%,ml_dynamic,0.00,12,11.83,Yes
660,Mixed,24.8%,ml,0.10,33,15.49,Yes
660,Mixed,24.8%,ml_dynamic,0.20,16,11.66,Yes
661,Mixed,29.5%,ml,0.10,8,7.00,Yes
661,Mixed,29.5%,ml_dynamic,0.10,61,23.07,Yes
662,Mixed,36.3%,ml,1.10,183,37.66,Yes
662,Mixed,36.3%,ml_dynamic,0.00,30,14.83,Yes
663,Mixed,41.5%,ml,0.10,42,26.66,Yes
663,Mixed,41.5%,ml_dynamic,0.10,15,8.83,Yes
664,Mixed,37.5%,ml,0.10,35,15.66,Yes
664,Mixed,37.5%,ml_dynamic,4.10,77,24.49,Yes
665,Mixed,26.0%,ml,0.20,48,16.83,Yes
665,Mixed,26.0%,ml_dynamic,0.00,12,13.07,Yes
666,Mixed,44.3%,ml,0.20,38,14.83,Yes
666,Mixed,44.3%,ml_dynamic,0.10,17,13.41,Yes
667,Mixed,22.5%,ml,0.10,8,8.24,Yes
667,Mixed,22.5%,ml_dynamic,0.10,8,7.83,Yes
668,Mixed,26.8%,ml,0.10,27,14.66,Yes
668,Mixed,26.8%,ml_dynamic,0.10,15,12.07,Yes
669,Mixed,33.5%,ml,0.10,13,13.49,Yes
669,Mixed,33.5%,ml_dynamic,0.10,20,20.90,Yes
670,Mixed,34.0%,ml,0.30,31,19.66,Yes
670,Mixed,34.0%,ml_dynamic,0.10,68,19.41,Yes
671,Mixed,39.0%,ml,0.20,50,18.66,Yes
671,Mixed,39.0%,ml_dynamic,0.10,1,0,No
672,Mixed,33.8%,ml,0.10,26,18.66,Yes
672,Mixed,33.8%,ml_dynamic,0.20,44,14.41,Yes
673,Mixed,27.8%,ml,0.70,279,0,No
673,Mixed,27.8%,ml_dynamic,0.10,55,20.24,Yes
674,Mixed,29.3%,ml,0.10,13,11.00,Yes
674,Mixed,29.3%,ml_dynamic,0.00,15,13.66,Yes
675,Mixed,28.7%,ml,0.20,16,17.07,Yes
675,Mixed,28.7%,ml_dynamic,0.10,27,18.83,Yes
676,Mixed,32.0%,ml,0.10,50,27.07,Yes
676,Mixed,32.0%,ml_dynamic,0.20,38,16.66,Yes
677,Mixed,32.5%,ml,0.20,27,23.73,Yes
677,Mixed,32.5%,ml_dynamic,0.10,20,11.24,Yes
678,Mixed,35.8%,ml,0.20,25,20.07,Yes
678,Mixed,35.8%,ml_dynamic,0.00,18,12.41,Yes
679,Mixed,27.0%,ml,0.10,8,8.66,Yes
679,Mixed,27.0%,ml_dynamic,0.10,90,18.83,Yes
680,Mixed,29.3%,ml,0.10,22,14.07,Yes
680,Mixed,29.3%,ml_dynamic,0.00,20,16.49,Yes
681,Mixed,29.5%,ml,0.10,16,9.83,Yes
681,Mixed,29.5%,ml_dynamic,0.10,27,15.83,Yes
682,Mixed,33.0%,ml,0.10,25,12.83,Yes
682,Mixed,33.0%,ml_dynamic,0.00,13,12.00,Yes
683,Mixed,30.8%,ml,0.10,8,8.24,Yes
683,Mixed,30.8%,ml_dynamic,0.10,9,9.24,Yes
684,Mixed,28.7%,ml,0.30,95,21.31,Yes
684,Mixed,28.7%,ml_dynamic,0.30,29,12.00,Yes
685,Mixed,30.0%,ml,0.20,40,26.66,Yes
685,Mixed,30.0%,ml_dynamic,0.20,12,11.83,Yes
686,Mixed,34.8%,ml,0.20,14,11.83,Yes
686,Mixed,34.8%,ml_dynamic,0.20,32,12.66,Yes
687,Mixed,29.0%,ml,0.20,14,11.66,Yes
687,Mixed,29.0%,ml_dynamic,0.10,33,14.24,Yes
688,Mixed,33.5%,ml,0.10,22,8.66,Yes
688,Mixed,33.5%,ml_dynamic,0.40,236,0,No
689,Mixed,40.3%,ml,0.10,21,0,No
689,Mixed,40.3%,ml_dynamic,0.10,20,16.66,Yes
690,Mixed,31.8%,ml,0.20,11,0,No
690,Mixed,31.8%,ml_dynamic,0.10,13,10.83,Yes
691,Mixed,31.0%,ml,0.30,27,20.31,Yes
691,Mixed,31.0%,ml_dynamic,0.10,19,11.41,Yes
692,Mixed,32.8%,ml,0.20,24,15.00,Yes
