Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
240,Maze,41.5%,ml,0.40,116,40.83,Yes
240,Maze,41.5%,ml_dynamic,0.10,35,19.66,Yes
241,Maze,42.5%,ml,0.20,56,27.00,Yes
241,Maze,42.5%,ml_dynamic,0.10,134,55.83,Yes
242,Maze,43.0%,ml,0.10,66,38.00,Yes
242,Maze,43.0%,ml_dynamic,0.20,82,32.83,Yes
243,Maze,43.5%,ml,0.20,36,19.83,Yes
243,Maze,43.5%,ml_dynamic,0.20,110,33.41,Yes
244,Maze,45.3%,ml,0.40,101,35.00,Yes
244,Maze,45.3%,ml_dynamic,0.00,65,35.00,Yes
245,Maze,43.0%,ml,0.10,147,43.00,Yes
245,Maze,43.0%,ml_dynamic,0.00,38,25.83,Yes
246,Maze,43.3%,ml,0.10,36,22.83,Yes
246,Maze,43.3%,ml_dynamic,0.00,1,0,No
247,Maze,42.8%,ml,0.10,70,23.41,Yes
247,Maze,42.8%,ml_dynamic,0.10,52,30.00,Yes
248,Maze,43.0%,ml,0.90,119,34.00,Yes
248,Maze,43.0%,ml_dynamic,0.20,48,24.00,Yes
249,Maze,44.0%,ml,0.60,213,60.41,Yes
249,Maze,44.0%,ml_dynamic,0.20,25,13.00,Yes
250,Maze,42.5%,ml,0.40,18,15.00,Yes
250,Maze,42.5%,ml_dynamic,0.20,37,18.00,Yes
251,Maze,44.0%,ml,0.10,30,17.00,Yes
251,Maze,44.0%,ml_dynamic,0.30,129,36.00,Yes
252,Maze,42.3%,ml,0.20,14,9.41,Yes
252,Maze,42.3%,ml_dynamic,0.20,114,39.41,Yes
253,Maze,43.0%,ml,0.20,126,35.00,Yes
253,Maze,43.0%,ml_dynamic,0.10,25,13.00,Yes
254,Maze,43.0%,ml,0.20,37,22.00,Yes
254,Maze,43.0%,ml_dynamic,0.20,26,18.41,Yes
255,Maze,43.8%,ml,0.10,36,17.83,Yes
255,Maze,43.8%,ml_dynamic,0.10,123,34.00,Yes
256,Maze,43.8%,ml,0.50,165,55.24,Yes
256,Maze,43.8%,ml_dynamic,0.20,100,41.00,Yes
257,Maze,43.5%,ml,0.40,91,38.41,Yes
257,Maze,43.5%,ml_dynamic,0.20,131,35.41,Yes
258,Maze,44.5%,ml,0.20,66,30.00,Yes
258,Maze,44.5%,ml_dynamic,0.20,35,16.83,Yes
259,Maze,42.0%,ml,0.20,135,55.83,Yes
259,Maze,42.0%,ml_dynamic,0.20,58,31.83,Yes
260,Maze,42.5%,ml,0.10,90,37.83,Yes
260,Maze,42.5%,ml_dynamic,0.10,19,17.24,Yes
261,Maze,42.0%,ml,0.20,76,30.41,Yes
261,Maze,42.0%,ml_dynamic,0.20,47,23.41,Yes
262,Maze,44.0%,ml,0.20,114,34.41,Yes
262,Maze,44.0%,ml_dynamic,0.20,137,56.00,Yes
263,Maze,41.8%,ml,0.30,76,24.41,Yes
263,Maze,41.8%,ml_dynamic,0.20,72,29.00,Yes
264,Maze,42.8%,ml,0.20,23,16.00,Yes
264,Maze,42.8%,ml_dynamic,0.10,108,55.66,Yes
265,Maze,42.5%,ml,0.30,108,35.00,Yes
265,Maze,42.5%,ml_dynamic,0.00,11,10.41,Yes
266,Maze,44.0%,ml,0.10,64,28.00,Yes
266,Maze,44.0%,ml_dynamic,0.20,28,20.00,Yes
267,Maze,42.5%,ml,0.40,58,23.00,Yes
267,Maze,42.5%,ml_dynamic,0.20,150,42.66,Yes
268,Maze,43.8%,ml,0.20,61,24.00,Yes
268,Maze,43.8%,ml_dynamic,0.20,124,39.00,Yes
269,Maze,44.5%,ml,0.30,65,20.00,Yes
269,Maze,44.5%,ml_dynamic,0.30,156,39.41,Yes
270,Maze,43.5%,ml,0.30,33,21.41,Yes
270,Maze,43.5%,ml_dynamic,0.40,85,32.41,Yes
271,Maze,44.5%,ml,0.30,74,23.00,Yes
271,Maze,44.5%,ml_dynamic,0.10,23,14.00,Yes
272,Maze,43.5%,ml,0.10,39,22.24,Yes
272,Maze,43.5%,ml_dynamic,0.10,70,35.00,Yes
273,Maze,42.8%,ml,0.20,96,34.41,Yes
273,Maze,42.8%,ml_dynamic,0.00,31,25.00,Yes
274,Maze,42.0%,ml,0.50,110,48.24,Yes
274,Maze,42.0%,ml_dynamic,0.20,21,12.41,Yes
275,Maze,43.5%,ml,0.30,99,29.41,Yes
275,Maze,43.5%,ml_dynamic,0.20,48,26.00,Yes
276,Maze,41.8%,ml,0.30,57,20.41,Yes
276,Maze,41.8%,ml_dynamic,0.30,57,28.41,Yes
277,Maze,42.5%,ml,0.20,46,20.41,Yes
277,Maze,42.5%,ml_dynamic,0.10,65,28.41,Yes
278,Maze,42.0%,ml,0.10,33,17.00,Yes
278,Maze,42.0%,ml_dynamic,0.20,31,12.00,Yes
279,Maze,44.3%,ml,0.40,153,63.83,Yes
279,Maze,44.3%,ml_dynamic,0.30,172,71.41,Yes
280,Maze,43.3%,ml,0.40,93,29.00,Yes
280,Maze,43.3%,ml_dynamic,0.10,44,30.00,Yes
281,Maze,43.8%,ml,0.30,14,9.00,Yes
281,Maze,43.8%,ml_dynamic,0.20,22,17.00,Yes
282,Maze,42.8%,ml,0.20,53,30.00,Yes
282,Maze,42.8%,ml_dynamic,0.10,10,9.00,Yes
283,Maze,43.8%,ml,0.30,78,29.00,Yes
283,Maze,43.8%,ml_dynamic,0.10,57,41.00,Yes
284,Maze,43.8%,ml,0.20,37,21.00,Yes
284,Maze,43.8%,ml_dynamic,0.10,92,23.83,Yes
285,Maze,43.0%,ml,0.20,89,24.00,Yes
285,Maze,43.0%,ml_dynamic,0.10,14,11.00,Yes
286,Maze,43.5%,ml,0.20,89,30.24,Yes
286,Maze,43.5%,ml_dynamic,0.00,78,22.83,Yes
287,Maze,43.5%,ml,0.10,28,19.00,Yes
287,Maze,43.5%,ml_dynamic,0.10,24,16.00,Yes
288,Maze,45.3%,ml,0.20,74,29.83,Yes
288,Maze,45.3%,ml_dynamic,0.10,18,15.00,Yes
289,Maze,42.3%,ml,0.30,201,52.83,Yes
289,Maze,42.3%,ml_dynamic,0.10,75,40.41,Yes
290,Maze,44.3%,ml,0.10,166,40.41,Yes
290,Maze,44.3%,ml_dynamic,0.50,140,41.41,Yes
291,Maze,44.5%,ml,0.20,26,14.00,Yes
291,Maze,44.5%,ml_dynamic,0.00,41,21.00,Yes
292,Maze,44.3%,ml,0.30,27,18.41,Yes
292,Maze,44.3%,ml_dynamic,0.40,80,30.41,Yes
293,Maze,43.3%,ml,0.40,65,23.00,Yes
293,Maze,43.3%,ml_dynamic,0.20,67,24.41,Yes
294,Maze,42.5%,ml,0.50,187,50.41,Yes
294,Maze,42.5%,ml_dynamic,0.10,8,7.41,Yes
295,Maze,43.8%,ml,0.30,147,49.41,Yes
295,Maze,43.8%,ml_dynamic,0.10,60,22.00,Yes
296,Maze,42.5%,ml,0.40,145,37.00,Yes
296,Maze,42.5%,ml_dynamic,0.20,36,18.00,Yes
297,Maze,45.0%,ml,0.20,126,53.00,Yes
297,Maze,45.0%,ml_dynamic,0.10,137,52.00,Yes
298,Maze,43.8%,ml,0.30,194,44.83,Yes
298,Maze,43.8%,ml_dynamic,0.20,73,26.00,Yes
299,Maze,43.5%,ml,0.70,207,68.24,Yes
299,Maze,43.5%,ml_dynamic,0.20,89,35.83,Yes
300,Maze,43.8%,ml,0.20,66,31.00,Yes
300,Maze,43.8%,ml_dynamic,0.10,64,24.00,Yes
301,Maze,43.0%,ml,0.30,83,27.41,Yes
301,Maze,43.0%,ml_dynamic,0.10,97,41.00,Yes
302,Maze,44.5%,ml,0.20,64,28.41,Yes
302,Maze,44.5%,ml_dynamic,0.30,152,45.00,Yes
303,Maze,43.5%,ml,0.30,68,32.41,Yes
303,Maze,43.5%,ml_dynamic,0.50,18,11.00,Yes
304,Maze,43.3%,ml,0.20,42,23.83,Yes
304,Maze,43.3%,ml_dynamic,0.10,54,20.00,Yes
305,Maze,42.8%,ml,0.20,19,12.41,Yes
305,Maze,42.8%,ml_dynamic,0.10,22,16.00,Yes
306,Maze,43.0%,ml,0.40,75,29.41,Yes
306,Maze,43.0%,ml_dynamic,0.10,63,30.00,Yes
307,Maze,41.8%,ml,0.20,124,46.00,Yes
307,Maze,41.8%,ml_dynamic,0.20,63,40.00,Yes
308,Maze,42.0%,ml,0.10,18,13.00,Yes
308,Maze,42.0%,ml_dynamic,0.20,51,22.66,Yes
309,Maze,43.8%,ml,0.20,77,23.41,Yes
309,Maze,43.8%,ml_dynamic,0.20,152,36.41,Yes
310,Maze,43.0%,ml,0.20,79,40.41,Yes
310,Maze,43.0%,ml_dynamic,0.30,179,69.00,Yes
311,Maze,44.3%,ml,1.30,41,23.00,Yes
311,Maze,44.3%,ml_dynamic,0.30,14,10.41,Yes
312,Maze,44.0%,ml,0.70,171,43.00,Yes
312,Maze,44.0%,ml_dynamic,0.10,62,24.24,Yes
313,Maze,44.0%,ml,0.30,104,58.00,Yes
313,Maze,44.0%,ml_dynamic,0.10,40,20.41,Yes
314,Maze,42.8%,ml,0.20,26,15.41,Yes
314,Maze,42.8%,ml_dynamic,0.20,28,14.00,Yes
315,Maze,42.3%,ml,0.40,64,26.41,Yes
315,Maze,42.3%,ml_dynamic,0.20,38,22.41,Yes
316,Maze,43.5%,ml,0.40,217,76.24,Yes
316,Maze,43.5%,ml_dynamic,0.20,19,10.00,Yes
317,Maze,42.0%,ml,0.20,73,27.41,Yes
317,Maze,42.0%,ml_dynamic,0.20,96,30.00,Yes
318,Maze,44.0%,ml,0.80,73,26.00,Yes
318,Maze,44.0%,ml_dynamic,0.20,179,40.83,Yes
319,Maze,42.8%,ml,0.40,82,30.00,Yes
319,Maze,42.8%,ml_dynamic,0.20,79,27.83,Yes
320,Maze,43.5%,ml,0.10,39,17.41,Yes
320,Maze,43.5%,ml_dynamic,0.10,87,43.41,Yes
321,Maze,41.8%,ml,0.20,43,26.00,Yes
321,Maze,41.8%,ml_dynamic,0.30,152,40.00,Yes
322,Maze,43.0%,ml,0.10,55,24.41,Yes
322,Maze,43.0%,ml_dynamic,0.20,151,49.00,Yes
323,Maze,40.5%,ml,0.20,37,23.41,Yes
323,Maze,40.5%,ml_dynamic,0.00,40,18.83,Yes
324,Maze,45.3%,ml,0.50,73,43.00,Yes
324,Maze,45.3%,ml_dynamic,0.10,60,25.00,Yes
325,Maze,42.3%,ml,0.20,112,34.00,Yes
325,Maze,42.3%,ml_dynamic,0.20,100,34.41,Yes
326,Maze,42.5%,ml,0.20,76,27.41,Yes
326,Maze,42.5%,ml_dynamic,0.20,127,63.00,Yes
327,Maze,40.8%,ml,0.20,66,27.83,Yes
327,Maze,40.8%,ml_dynamic,0.10,16,11.83,Yes
328,Maze,44.8%,ml,0.30,139,51.41,Yes
328,Maze,44.8%,ml_dynamic,0.10,145,53.00,Yes
329,Maze,44.0%,ml,0.20,56,20.00,Yes
329,Maze,44.0%,ml_dynamic,0.70,37,22.00,Yes
330,Maze,44.0%,ml,0.30,12,10.83,Yes
330,Maze,44.0%,ml_dynamic,0.90,216,47.00,Yes
331,Maze,41.8%,ml,0.30,31,19.24,Yes
331,Maze,41.8%,ml_dynamic,0.00,13,9.00,Yes
332,Maze,44.5%,ml,0.20,48,21.41,Yes
332,Maze,44.5%,ml_dynamic,0.60,171,52.83,Yes
333,Maze,44.8%,ml,0.10,40,23.83,Yes
333,Maze,44.8%,ml_dynamic,0.30,88,36.00,Yes
334,Maze,43.5%,ml,0.20,115,29.41,Yes
334,Maze,43.5%,ml_dynamic,0.10,61,22.00,Yes
335,Maze,44.8%,ml,0.50,34,19.41,Yes
335,Maze,44.8%,ml_dynamic,0.10,15,12.00,Yes
336,Maze,42.8%,ml,0.10,67,24.00,Yes
336,Maze,42.8%,ml_dynamic,0.30,37,18.00,Yes
337,Maze,44.0%,ml,0.30,35,23.41,Yes
337,Maze,44.0%,ml_dynamic,0.20,63,24.41,Yes
338,Maze,43.8%,ml,0.10,57,24.00,Yes
338,Maze,43.8%,ml_dynamic,0.10,32,19.00,Yes
339,Maze,45.0%,ml,0.30,129,31.83,Yes
339,Maze,45.0%,ml_dynamic,0.10,26,14.41,Yes
340,Maze,42.5%,ml,0.20,27,21.00,Yes
340,Maze,42.5%,ml_dynamic,0.20,48,31.00,Yes
341,Maze,43.8%,ml,0.10,26,22.41,Yes
341,Maze,43.8%,ml_dynamic,0.10,104,37.41,Yes
342,Maze,43.8%,ml,0.70,167,53.24,Yes
342,Maze,43.8%,ml_dynamic,0.20,84,32.83,Yes
343,Maze,42.8%,ml,0.20,38,14.41,Yes
343,Maze,42.8%,ml_dynamic,0.10,54,25.83,Yes
344,Maze,43.3%,ml,0.20,28,15.00,Yes
344,Maze,43.3%,ml_dynamic,0.20,93,34.00,Yes
345,Maze,44.0%,ml,0.60,46,23.41,Yes
345,Maze,44.0%,ml_dynamic,0.10,12,11.00,Yes
346,Maze,41.3%,ml,0.70,167,42.66,Yes
346,Maze,41.3%,ml_dynamic,0.20,12,9.00,Yes
347,Maze,44.8%,ml,0.20,23,19.41,Yes
347,Maze,44.8%,ml_dynamic,0.20,12,9.41,Yes
348,Maze,42.5%,ml,0.30,26,19.00,Yes
348,Maze,42.5%,ml_dynamic,0.20,58,18.00,Yes
349,Maze,43.8%,ml,0.20,89,30.00,Yes
349,Maze,43.8%,ml_dynamic,0.20,45,26.83,Yes
350,Maze,44.3%,ml,0.30,58,22.41,Yes
350,Maze,44.3%,ml_dynamic,0.10,62,34.00,Yes
351,Maze,45.8%,ml,0.70,159,38.00,Yes
351,Maze,45.8%,ml_dynamic,0.10,66,28.41,Yes
352,Maze,43.5%,ml,0.20,25,17.41,Yes
352,Maze,43.5%,ml_dynamic,0.30,158,47.00,Yes
353,Maze,44.3%,ml,0.40,20,14.00,Yes
353,Maze,44.3%,ml_dynamic,0.60,112,34.83,Yes
354,Maze,43.8%,ml,0.10,31,18.00,Yes
354,Maze,43.8%,ml_dynamic,0.20,98,33.00,Yes
355,Maze,43.8%,ml,0.40,50,21.00,Yes
355,Maze,43.8%,ml_dynamic,0.20,165,39.41,Yes
356,Maze,44.3%,ml,0.10,37,20.00,Yes
356,Maze,44.3%,ml_dynamic,0.30,184,55.00,Yes
357,Maze,43.3%,ml,0.30,185,51.00,Yes
357,Maze,43.3%,ml_dynamic,0.20,24,14.41,Yes
358,Maze,43.8%,ml,0.30,29,19.41,Yes
358,Maze,43.8%,ml_dynamic,0.00,24,17.00,Yes
359,Maze,44.3%,ml,0.70,49,28.41,Yes
359,Maze,44.3%,ml_dynamic,0.20,54,30.00,Yes
360,Maze,43.3%,ml,0.40,106,41.00,Yes
360,Maze,43.3%,ml_dynamic,0.10,59,31.00,Yes
361,Clustered,17.8%,ml,0.30,83,20.31,Yes
361,Clustered,17.8%,ml_dynamic,0.10,22,20.31,Yes
362,Clustered,12.5%,ml,0.00,8,7.83,Yes
362,Clustered,12.5%,ml_dynamic,0.20,18,15.66,Yes
363,Clustered,11.8%,ml,0.50,11,10.83,Yes
363,Clustered,11.8%,ml_dynamic,0.10,10,10.24,Yes
364,Clustered,11.8%,ml,0.10,13,14.07,Yes
364,Clustered,11.8%,ml_dynamic,0.00,12,13.07,Yes
365,Clustered,18.5%,ml,0.30,7,0,No
365,Clustered,18.5%,ml_dynamic,0.60,298,0,No
366,Clustered,17.3%,ml,0.40,134,26.24,Yes
366,Clustered,17.3%,ml_dynamic,0.30,133,34.97,Yes
367,Clustered,17.8%,ml,0.70,41,19.24,Yes
367,Clustered,17.8%,ml_dynamic,0.20,19,17.66,Yes
368,Clustered,11.5%,ml,0.20,24,23.73,Yes
368,Clustered,11.5%,ml_dynamic,0.10,14,9.83,Yes
369,Clustered,6.3%,ml,0.20,18,20.14,Yes
369,Clustered,6.3%,ml_dynamic,0.10,14,14.66,Yes
370,Clustered,15.3%,ml,0.20,9,10.49,Yes
370,Clustered,15.3%,ml_dynamic,0.70,219,24.24,Yes
371,Clustered,19.5%,ml,0.20,61,19.24,Yes
371,Clustered,19.5%,ml_dynamic,0.10,13,10.41,Yes
372,Clustered,17.5%,ml,0.10,19,18.66,Yes
372,Clustered,17.5%,ml_dynamic,0.10,32,15.07,Yes
373,Clustered,19.0%,ml,0.30,90,17.90,Yes
373,Clustered,19.0%,ml_dynamic,0.10,26,14.41,Yes
374,Clustered,18.5%,ml,0.30,11,11.07,Yes
374,Clustered,18.5%,ml_dynamic,0.10,41,19.66,Yes
375,Clustered,14.5%,ml,0.40,14,15.07,Yes
375,Clustered,14.5%,ml_dynamic,0.10,9,9.24,Yes
376,Clustered,14.5%,ml,0.20,14,15.07,Yes
376,Clustered,14.5%,ml_dynamic,0.10,15,12.07,Yes
377,Clustered,13.5%,ml,0.30,16,19.14,Yes
377,Clustered,13.5%,ml_dynamic,0.10,13,13.24,Yes
378,Clustered,18.3%,ml,0.40,12,14.73,Yes
378,Clustered,18.3%,ml_dynamic,0.20,31,19.31,Yes
379,Clustered,7.8%,ml,0.30,43,16.24,Yes
379,Clustered,7.8%,ml_dynamic,0.10,10,12.73,Yes
380,Clustered,19.0%,ml,0.20,22,16.41,Yes
380,Clustered,19.0%,ml_dynamic,0.10,9,9.66,Yes
381,Clustered,14.0%,ml,0.20,12,11.83,Yes
381,Clustered,14.0%,ml_dynamic,0.20,36,17.24,Yes
382,Clustered,15.5%,ml,0.20,37,24.49,Yes
382,Clustered,15.5%,ml_dynamic,0.30,24,19.24,Yes
383,Clustered,20.3%,ml,0.20,32,22.24,Yes
383,Clustered,20.3%,ml_dynamic,0.10,8,7.00,Yes
384,Clustered,16.8%,ml,0.20,11,10.41,Yes
384,Clustered,16.8%,ml_dynamic,0.10,14,12.07,Yes
385,Clustered,12.5%,ml,0.10,19,22.14,Yes
385,Clustered,12.5%,ml_dynamic,0.30,68,25.66,Yes
386,Clustered,25.0%,ml,0.10,11,10.83,Yes
386,Clustered,25.0%,ml_dynamic,0.00,4,0,No
387,Clustered,13.0%,ml,0.30,15,15.66,Yes
387,Clustered,13.0%,ml_dynamic,0.10,35,12.24,Yes
388,Clustered,12.3%,ml,0.30,20,21.97,Yes
388,Clustered,12.3%,ml_dynamic,0.20,20,11.24,Yes
389,Clustered,14.8%,ml,0.10,22,15.49,Yes
389,Clustered,14.8%,ml_dynamic,0.10,13,14.49,Yes
390,Clustered,16.3%,ml,0.20,52,14.83,Yes
390,Clustered,16.3%,ml_dynamic,0.10,9,8.00,Yes
391,Clustered,16.8%,ml,0.40,51,20.66,Yes
391,Clustered,16.8%,ml_dynamic,0.20,59,15.66,Yes
392,Clustered,18.8%,ml,0.40,132,24.31,Yes
392,Clustered,18.8%,ml_dynamic,0.00,21,15.24,Yes
393,Clustered,12.5%,ml,0.20,29,19.24,Yes
393,Clustered,12.5%,ml_dynamic,0.20,16,10.24,Yes
394,Clustered,9.8%,ml,0.10,14,15.90,Yes
394,Clustered,9.8%,ml_dynamic,0.10,11,12.07,Yes
395,Clustered,10.3%,ml,0.40,21,17.07,Yes
395,Clustered,10.3%,ml_dynamic,0.20,31,18.90,Yes
396,Clustered,24.0%,ml,0.40,42,24.66,Yes
396,Clustered,24.0%,ml_dynamic,0.20,9,9.66,Yes
397,Clustered,18.0%,ml,0.20,18,16.66,Yes
397,Clustered,18.0%,ml_dynamic,0.20,38,14.41,Yes
398,Clustered,19.5%,ml,0.20,8,9.49,Yes
398,Clustered,19.5%,ml_dynamic,0.10,31,23.97,Yes
399,Clustered,22.5%,ml,0.20,45,18.66,Yes
399,Clustered,22.5%,ml_dynamic,0.80,291,0,No
400,Clustered,18.8%,ml,0.20,16,17.49,Yes
400,Clustered,18.8%,ml_dynamic,0.10,20,18.83,Yes
401,Clustered,11.8%,ml,0.30,14,10.83,Yes
401,Clustered,11.8%,ml_dynamic,0.10,13,10.83,Yes
402,Clustered,20.3%,ml,0.20,35,17.24,Yes
402,Clustered,20.3%,ml_dynamic,0.20,11,8.83,Yes
403,Clustered,4.3%,ml,0.10,11,11.66,Yes
403,Clustered,4.3%,ml_dynamic,0.20,10,9.00,Yes
404,Clustered,15.5%,ml,0.20,10,10.66,Yes
404,Clustered,15.5%,ml_dynamic,0.10,22,17.24,Yes
405,Clustered,12.0%,ml,0.20,18,17.83,Yes
405,Clustered,12.0%,ml_dynamic,0.90,28,15.66,Yes
406,Clustered,20.0%,ml,0.20,9,8.66,Yes
406,Clustered,20.0%,ml_dynamic,0.10,8,7.41,Yes
407,Clustered,17.0%,ml,0.20,17,18.07,Yes
407,Clustered,17.0%,ml_dynamic,0.00,19,15.83,Yes
408,Clustered,12.3%,ml,0.30,9,10.90,Yes
408,Clustered,12.3%,ml_dynamic,0.10,14,14.24,Yes
409,Clustered,19.0%,ml,0.20,33,19.24,Yes
409,Clustered,19.0%,ml_dynamic,0.00,16,13.66,Yes
410,Clustered,17.3%,ml,0.90,321,0,No
410,Clustered,17.3%,ml_dynamic,0.10,11,10.83,Yes
411,Clustered,16.5%,ml,0.20,10,11.90,Yes
411,Clustered,16.5%,ml_dynamic,0.10,14,13.00,Yes
412,Clustered,14.5%,ml,0.30,13,13.66,Yes
412,Clustered,14.5%,ml_dynamic,0.10,71,25.07,Yes
413,Clustered,12.8%,ml,0.20,36,18.24,Yes
413,Clustered,12.8%,ml_dynamic,0.20,24,21.49,Yes
414,Clustered,15.3%,ml,0.10,24,12.24,Yes
414,Clustered,15.3%,ml_dynamic,0.10,57,24.24,Yes
415,Clustered,16.3%,ml,0.90,287,0,No
415,Clustered,16.3%,ml_dynamic,0.00,8,7.00,Yes
416,Clustered,9.5%,ml,0.20,30,23.07,Yes
416,Clustered,9.5%,ml_dynamic,0.10,11,12.49,Yes
417,Clustered,15.5%,ml,0.20,20,19.31,Yes
417,Clustered,15.5%,ml_dynamic,0.20,28,23.73,Yes
418,Clustered,7.0%,ml,0.10,20,20.66,Yes
418,Clustered,7.0%,ml_dynamic,0.10,19,16.90,Yes
419,Clustered,21.8%,ml,0.30,48,20.49,Yes
419,Clustered,21.8%,ml_dynamic,0.20,12,13.07,Yes
420,Clustered,11.5%,ml,0.10,8,8.24,Yes
420,Clustered,11.5%,ml_dynamic,0.30,23,14.41,Yes
421,Clustered,13.8%,ml,0.10,15,14.24,Yes
421,Clustered,13.8%,ml_dynamic,0.10,8,7.41,Yes
422,Clustered,24.0%,ml,0.10,19,11.00,Yes
422,Clustered,24.0%,ml_dynamic,0.10,9,9.24,Yes
423,Clustered,21.5%,ml,0.30,15,10.24,Yes
423,Clustered,21.5%,ml_dynamic,0.10,9,8.41,Yes
424,Clustered,12.5%,ml,0.20,11,11.66,Yes
424,Clustered,12.5%,ml_dynamic,0.20,11,10.00,Yes
425,Clustered,34.5%,ml,0.40,12,11.00,Yes
425,Clustered,34.5%,ml_dynamic,0.20,11,10.83,Yes
426,Clustered,22.8%,ml,0.20,27,27.49,Yes
426,Clustered,22.8%,ml_dynamic,0.20,49,16.66,Yes
427,Clustered,8.8%,ml,0.20,15,14.83,Yes
427,Clustered,8.8%,ml_dynamic,0.30,19,20.14,Yes
428,Clustered,29.3%,ml,0.70,70,19.07,Yes
428,Clustered,29.3%,ml_dynamic,0.10,12,12.66,Yes
429,Clustered,14.5%,ml,0.60,98,20.24,Yes
429,Clustered,14.5%,ml_dynamic,0.10,12,14.31,Yes
430,Clustered,34.5%,ml,0.70,211,0,No
430,Clustered,34.5%,ml_dynamic,0.30,211,0,No
431,Clustered,23.0%,ml,1.70,299,0,No
431,Clustered,23.0%,ml_dynamic,0.30,27,14.66,Yes
432,Clustered,19.8%,ml,0.10,13,12.00,Yes
432,Clustered,19.8%,ml_dynamic,0.20,11,10.24,Yes
433,Clustered,19.5%,ml,0.20,11,13.31,Yes
433,Clustered,19.5%,ml_dynamic,0.10,30,11.66,Yes
434,Clustered,23.5%,ml,0.20,13,11.24,Yes
434,Clustered,23.5%,ml_dynamic,0.10,7,8.49,Yes
435,Clustered,22.0%,ml,0.20,15,17.14,Yes
435,Clustered,22.0%,ml_dynamic,0.00,13,12.83,Yes
436,Clustered,9.5%,ml,0.20,8,7.41,Yes
436,Clustered,9.5%,ml_dynamic,0.10,1,0,No
437,Clustered,21.8%,ml,0.20,22,21.56,Yes
437,Clustered,21.8%,ml_dynamic,0.20,16,16.24,Yes
438,Clustered,10.8%,ml,0.20,9,8.41,Yes
438,Clustered,10.8%,ml_dynamic,0.10,17,19.31,Yes
439,Clustered,23.0%,ml,0.70,252,0,No
439,Clustered,23.0%,ml_dynamic,0.10,18,12.41,Yes
440,Clustered,16.3%,ml,0.20,20,12.41,Yes
440,Clustered,16.3%,ml_dynamic,0.00,10,10.66,Yes
441,Clustered,22.5%,ml,0.30,30,27.07,Yes
441,Clustered,22.5%,ml_dynamic,0.30,76,24.07,Yes
442,Clustered,25.8%,ml,0.10,14,14.24,Yes
442,Clustered,25.8%,ml_dynamic,0.10,23,21.07,Yes
443,Clustered,14.5%,ml,0.10,8,7.83,Yes
443,Clustered,14.5%,ml_dynamic,0.20,13,15.31,Yes
444,Clustered,19.5%,ml,0.30,12,12.24,Yes
444,Clustered,19.5%,ml_dynamic,0.60,201,34.73,Yes
445,Clustered,19.3%,ml,0.10,1,0,No
445,Clustered,19.3%,ml_dynamic,0.10,18,21.56,Yes
446,Clustered,29.5%,ml,0.70,26,12.66,Yes
446,Clustered,29.5%,ml_dynamic,0.30,108,22.24,Yes
447,Clustered,18.8%,ml,0.20,12,11.41,Yes
447,Clustered,18.8%,ml_dynamic,0.00,10,9.41,Yes
448,Clustered,7.8%,ml,0.10,15,14.41,Yes
448,Clustered,7.8%,ml_dynamic,0.00,16,17.07,Yes
449,Clustered,17.3%,ml,0.10,12,10.00,Yes
449,Clustered,17.3%,ml_dynamic,0.10,22,22.14,Yes
450,Clustered,18.0%,ml,0.70,313,0,No
450,Clustered,18.0%,ml_dynamic,0.10,10,9.00,Yes
451,Clustered,29.8%,ml,0.20,26,20.24,Yes
451,Clustered,29.8%,ml_dynamic,0.10,14,11.83,Yes
452,Clustered,14.2%,ml,0.10,17,10.83,Yes
452,Clustered,14.2%,ml_dynamic,0.00,18,17.00,Yes
453,Clustered,20.5%,ml,0.30,10,10.66,Yes
453,Clustered,20.5%,ml_dynamic,0.20,15,14.00,Yes
454,Clustered,10.3%,ml,0.20,18,15.41,Yes
454,Clustered,10.3%,ml_dynamic,0.10,23,22.97,Yes
455,Clustered,17.3%,ml,0.30,18,17.49,Yes
455,Clustered,17.3%,ml_dynamic,0.10,17,16.41,Yes
456,Clustered,24.8%,ml,0.30,22,11.24,Yes
456,Clustered,24.8%,ml_dynamic,0.30,20,13.41,Yes
457,Clustered,13.8%,ml,0.10,11,11.24,Yes
457,Clustered,13.8%,ml_dynamic,0.00,9,9.66,Yes
458,Clustered,34.5%,ml,0.20,25,12.66,Yes
458,Clustered,34.5%,ml_dynamic,0.60,224,0,No
459,Clustered,21.0%,ml,0.20,17,16.83,Yes
459,Clustered,21.0%,ml_dynamic,0.10,17,16.73,Yes
460,Clustered,16.5%,ml,0.40,15,17.31,Yes
460,Clustered,16.5%,ml_dynamic,0.50,17,16.41,Yes
461,Clustered,34.3%,ml,0.50,130,0,No
461,Clustered,34.3%,ml_dynamic,0.40,109,0,No
462,Clustered,32.3%,ml,0.30,75,23.73,Yes
462,Clustered,32.3%,ml_dynamic,0.20,37,0,No
463,Clustered,25.8%,ml,0.20,16,16.24,Yes
463,Clustered,25.8%,ml_dynamic,0.10,16,15.00,Yes
464,Clustered,20.8%,ml,0.20,14,14.07,Yes
464,Clustered,20.8%,ml_dynamic,0.30,34,14.41,Yes
465,Clustered,23.0%,ml,0.10,8,7.83,Yes
465,Clustered,23.0%,ml_dynamic,0.10,8,8.66,Yes
466,Clustered,28.0%,ml,0.20,37,14.41,Yes
