algorithm,count,Nodes Visited_mean,Nodes Visited_median,Nodes Visited_std,Time (ms)_mean,Time (ms)_median,Time (ms)_std,Path Length_mean,Path Length_median,Path Length_std
A*,1145,46.38427947598253,29.0,44.8623469318037,0.26593886462882094,0.2,0.17899197085296506,20.385135371179036,16.83,12.231185930613844
ML,1137,44.87071240105541,28.0,42.26001001016137,0.23562005277044853,0.2,0.14249841814910513,20.09942832014072,17.0,11.228443233012266
