Test Case,Layout Type,Algorithm,Time (ms),Nodes Visited,Path Length,Success
239,Maze,astar,0.2,23,13.41,Yes
239,Maze,ml,0.1,19,16.0,Yes
240,Maze,astar,0.5,64,33.0,Yes
240,Maze,ml,0.2,84,28.41,Yes
241,Maze,astar,0.3,213,54.83,Yes
241,Maze,ml,0.2,194,45.41,Yes
242,Maze,astar,0.2,67,28.83,Yes
242,Maze,ml,0.3,136,39.66,Yes
243,Maze,astar,0.3,95,27.0,Yes
243,Maze,ml,0.1,38,20.0,Yes
244,Maze,astar,0.3,31,19.41,Yes
244,Maze,ml,0.2,62,33.41,Yes
245,Maze,astar,0.2,15,12.41,Yes
245,Maze,ml,0.2,12,9.0,Yes
246,Maze,astar,0.2,29,16.0,Yes
246,Maze,ml,0.1,17,11.0,Yes
247,Maze,astar,0.2,72,22.0,Yes
247,Maze,ml,0.0,54,23.41,Yes
248,Maze,astar,0.3,33,17.0,Yes
248,Maze,ml,0.2,92,30.0,Yes
249,Maze,astar,0.3,18,15.0,Yes
249,Maze,ml,0.4,194,62.83,Yes
250,Maze,astar,0.2,85,23.41,Yes
250,Maze,ml,0.4,97,29.41,Yes
251,Maze,astar,0.3,120,39.41,Yes
251,Maze,ml,0.2,109,39.0,Yes
252,Maze,astar,0.2,31,20.83,Yes
252,Maze,ml,0.3,84,31.0,Yes
253,Maze,astar,0.2,66,25.83,Yes
253,Maze,ml,0.2,88,32.0,Yes
254,Maze,astar,0.3,19,16.0,Yes
254,Maze,ml,0.2,56,22.41,Yes
255,Maze,astar,0.4,174,96.24,Yes
255,Maze,ml,0.2,50,25.0,Yes
256,Maze,astar,0.3,109,56.41,Yes
256,Maze,ml,0.2,119,40.0,Yes
257,Maze,astar,0.2,71,30.0,Yes
257,Maze,ml,0.2,68,24.41,Yes
258,Maze,astar,0.3,174,48.24,Yes
258,Maze,ml,0.2,112,42.41,Yes
259,Maze,astar,0.2,23,22.0,Yes
259,Maze,ml,0.2,19,16.0,Yes
260,Maze,astar,0.3,110,34.83,Yes
260,Maze,ml,0.2,13,11.0,Yes
261,Maze,astar,0.3,149,42.41,Yes
261,Maze,ml,0.1,91,32.0,Yes
262,Maze,astar,1.0,116,36.0,Yes
262,Maze,ml,0.3,77,36.0,Yes
263,Maze,astar,0.3,91,28.0,Yes
263,Maze,ml,0.2,60,21.41,Yes
264,Maze,astar,0.3,44,26.0,Yes
264,Maze,ml,0.2,62,30.83,Yes
265,Maze,astar,0.2,17,15.0,Yes
265,Maze,ml,0.3,148,52.0,Yes
266,Maze,astar,0.2,35,18.0,Yes
266,Maze,ml,0.3,110,36.41,Yes
267,Maze,astar,0.2,69,22.83,Yes
267,Maze,ml,0.1,45,25.83,Yes
268,Maze,astar,0.2,44,21.0,Yes
268,Maze,ml,0.2,42,16.41,Yes
269,Maze,astar,0.2,65,35.41,Yes
269,Maze,ml,0.3,65,28.41,Yes
270,Maze,astar,0.4,143,42.41,Yes
270,Maze,ml,0.1,18,13.0,Yes
