Test Case,Layout Type,Algorithm,Time (ms),Nodes Visited,Path Length,Success
306,Maze,ml_dynamic,0.1,63,30.0,Yes
307,Maze,ml,0.2,124,46.0,Yes
307,Maze,ml_dynamic,0.2,63,40.0,Yes
308,Maze,ml,0.1,18,13.0,Yes
308,Maze,ml_dynamic,0.2,51,22.66,Yes
309,Maze,ml,0.2,77,23.41,Yes
309,Maze,ml_dynamic,0.2,152,36.41,Yes
310,Maze,ml,0.2,79,40.41,Yes
310,Maze,ml_dynamic,0.3,179,69.0,Yes
311,Maze,ml,1.3,41,23.0,Yes
311,Maze,ml_dynamic,0.3,14,10.41,Yes
312,Maze,ml,0.7,171,43.0,Yes
312,Maze,ml_dynamic,0.1,62,24.24,Yes
313,Maze,ml,0.3,104,58.0,Yes
313,Maze,ml_dynamic,0.1,40,20.41,Yes
314,Maze,ml,0.2,26,15.41,Yes
314,Maze,ml_dynamic,0.2,28,14.0,Yes
315,Maze,ml,0.4,64,26.41,Yes
315,Maze,ml_dynamic,0.2,38,22.41,Yes
316,Maze,ml,0.4,217,76.24,Yes
316,Maze,ml_dynamic,0.2,19,10.0,Yes
317,Maze,ml,0.2,73,27.41,Yes
317,Maze,ml_dynamic,0.2,96,30.0,Yes
318,Maze,ml,0.8,73,26.0,Yes
318,Maze,ml_dynamic,0.2,179,40.83,Yes
319,Maze,ml,0.4,82,30.0,Yes
319,Maze,ml_dynamic,0.2,79,27.83,Yes
320,Maze,ml,0.1,39,17.41,Yes
320,Maze,ml_dynamic,0.1,87,43.41,Yes
321,Maze,ml,0.2,43,26.0,Yes
321,Maze,ml_dynamic,0.3,152,40.0,Yes
322,Maze,ml,0.1,55,24.41,Yes
322,Maze,ml_dynamic,0.2,151,49.0,Yes
323,Maze,ml,0.2,37,23.41,Yes
323,Maze,ml_dynamic,0.0,40,18.83,Yes
324,Maze,ml,0.5,73,43.0,Yes
324,Maze,ml_dynamic,0.1,60,25.0,Yes
325,Maze,ml,0.2,112,34.0,Yes
325,Maze,ml_dynamic,0.2,100,34.41,Yes
326,Maze,ml,0.2,76,27.41,Yes
326,Maze,ml_dynamic,0.2,127,63.0,Yes
327,Maze,ml,0.2,66,27.83,Yes
327,Maze,ml_dynamic,0.1,16,11.83,Yes
328,Maze,ml,0.3,139,51.41,Yes
328,Maze,ml_dynamic,0.1,145,53.0,Yes
